speaker,text,minute_start,minute_end
Donald Trump,"And I’ll tell you, they were so bad.",,
Donald Trump,"They took over the submarine port, you remember that very well, during your term, during you and Barack Obama.",,
Donald Trump,They took over a big part of what should have been Ukraine.,,
Donald Trump,You handed it to them.,,
Donald Trump,But you were getting a lot of money from Russia.,,
Donald Trump,"They were paying you a lot of money, and they probably still are.",,
Donald Trump,"But now, with what came out today, it’s even worse.",,
Donald Trump,"All of the emails, the emails, the horrible emails of the kind of money that you were raking in, you and your family.",,
Donald Trump,"And Joe, you were vice-president when some of this was happening, and it should have never happened.",,
Donald Trump,And I think you owe an explanation to the American people.,,
Donald Trump,"Why is it, somebody just had a news conference a little while ago who was essentially supposed to work with you and your family, but what he said was damning.",,
Donald Trump,"And regardless of me, I think you have to clean it up and talk to the American people.",,
Donald Trump,Maybe you can do it right now.,,
Kristen Welker,"Vice-President Biden, you may respond-",,
Joe Biden,[crosstalk 00:01:31].,,
Kristen Welker,… and then I do want to follow up on the election security.,,
Joe Biden,I have not taken a penny from any foreign source ever in my life.,,
Joe Biden,"We learned that this president paid 50 times the tax in China as a secret bank account with China, does business in China, and in fact, is talking about me taking money?",,
Joe Biden,"I have not taken a single penny from any country, whatsoever, ever, number one.",,
Joe Biden,"Number two, this is a president… I have released all of my tax returns, 22 years, go look at them, 22 years of my tax return.",,
Joe Biden,You have not released a single solitary year of your tax return.,,
Joe Biden,What are you hiding?,,
Joe Biden,Why are you unwilling?,,
Joe Biden,The foreign countries are paying you a lot.,,
Joe Biden,Russia’s paying you a lot.,,
Joe Biden,"China’s paying you a lot on your hotels and all your businesses all around the country, all around the world.",,
Joe Biden,And China’s building a new road to a new golf course you have overseas.,,
Joe Biden,"So, what’s going on here?",,
Joe Biden,Release your tax return or stop talking about corruption.,,
Kristen Welker,"President Trump, your response.",,
Donald Trump,"First of all, I called my accountants, underwrote it, I’m going to release them as soon as we can.",,
Donald Trump,I want to do it.,,
Donald Trump,"And it’ll show how successful, how great this company is.",,
Donald Trump,"But much more importantly than that, people were saying $750.",,
Donald Trump,"I asked them a week ago, I said, “What did I pay?” They said, “Sir, you prepaid tens of millions of dollars.” I prepaid my tax, over the last number of years, tens of millions of dollars, I prepaid, because at some point, they think it’s an estimate.",,
Donald Trump,They think I may have to pay tax.,,
Donald Trump,So I already prepaid it.,,
Donald Trump,Nobody told me that.,,
Donald Trump,Nobody told you that.,,
Kristen Welker,Did your accountant tell you [crosstalk 00:03:11]?,,
Donald Trump,Excuse me.,,
Donald Trump,And it wasn’t written.,,
Donald Trump,"Whenever they write this, they keep talking about $750, which I think is a filing fee, but let me just tell you, I prepaid millions and millions of dollars in taxes, number one.",,
Donald Trump,"Number two, I don’t make money from China.",,
Donald Trump,You do.,,
Donald Trump,I don’t make money from Ukraine.,,
Donald Trump,You do.,,
Donald Trump,I don’t make money from Russia.,,
Donald Trump,"You made $3.5 million, Joe, and your son gave you, they even have a statement that we have to give 10% to the big man.",,
Donald Trump,"You’re the big man, I think.",,
Donald Trump,"I don’t know, maybe you’re not, but you’re the big man, I think.",,
Donald Trump,Your son said we have to give 10% to the big men.,,
Donald Trump,"Joe, what’s that all about?",,
Donald Trump,It’s terrible.,,
Kristen Welker,"All right, gentlemen.",,
Kristen Welker,"I want to ask you both some questions about all of this, but…",,
Joe Biden,I have to respond to that.,,
Kristen Welker,I’m going to let you both respond very quickly.,,
Kristen Welker,"You just said you spoke to your accountant about potentially releasing your taxes, did he tell you when you can release them?",,
Kristen Welker,Do you have a deadline for when you’re going to release them to the American people?,,
Donald Trump,As soon as the auditors finish.,,
Donald Trump,"I get treated worse than the tea party got treated, because I have a lot of people in there-",,
Kristen Welker,[crosstalk 00:04:06].,,
Donald Trump,"… deep down in the IRS, they treat me horribly.",,
Donald Trump,"We made a deal, it was all settled until I decide to run for president.",,
Donald Trump,"I get treated very badly by the IRS, very unfairly, but we had a deal all done.",,
Donald Trump,"As soon as we’re completed with the deal, I want to release it, but I have paid millions and millions of dollars and it’s worse than paying.",,
Donald Trump,I paid in advance.,,
Donald Trump,It’s called prepaying your taxes.,,
Donald Trump,I paid [crosstalk 00:04:32].,,
Kristen Welker,Okay.,,
Kristen Welker,I want to ask you both about questions regarding your potential foreign entanglements and questions that have been raised to give you both a chance to talk about this more broadly.,,
Kristen Welker,"Respond very quickly, and then I’ll get to my question.",,
Joe Biden,"Why did he… he’s been saying this for four years, show us, just show us, stop playing around.",,
Joe Biden,You’ve been saying for four years you’re going to release your taxes.,,
Donald Trump,Everybody knows.,,
Joe Biden,"Nobody knows, Mr. President.",,
Joe Biden,"What they do know is you’re not paying your taxes, or you’re paying taxes that are so low, when last time he said, what he paid, he said, I only pay that little because I’m smart.",,
Joe Biden,I know how to game the system.,,
Joe Biden,Come on.,,
Joe Biden,"Come on, folks.",,
Donald Trump,So…,,
Kristen Welker,"[crosstalk 00:05:11] President Trump, and then I want to get to two questions to both of you on this.",,
Joe Biden,Sure.,,
Donald Trump,I was put through a phony witch hunt for three years.,,
Donald Trump,It started before I even got elected.,,
Donald Trump,They spied of my campaign.,,
Donald Trump,No president should ever have to go through what I went through.,,
Donald Trump,"Let me just say this, Mueller and 18 angry Democrats and FBI agents all over the place spent $48 million.",,
Donald Trump,"They went through everything I had, including my tax returns, and they found absolutely no collusion and nothing wrong.",,
Donald Trump,$48 million.,,
Donald Trump,"I guarantee you, if I spent $1 million on you, Joe, I could find plenty wrong because the kind of things-",,
Kristen Welker,All right.,,
Donald Trump,"… that you’ve done and the kind of monies that your family has taken, I mean, your brother made money in Iraq-",,
Kristen Welker,Let me…,,
Donald Trump,… millions of dollars.,,
Donald Trump,"Your other brother made a fortune, and it’s all through you, Joe.",,
Donald Trump,And they say you get some of it.,,
Donald Trump,"And you do live very well, you have houses all over the place.",,
Donald Trump,You live very well.,,
Kristen Welker,"All right, gentlemen.",,
Kristen Welker,Let me just ask some questions about all of this broadly.,,
Kristen Welker,"Vice-President Biden, there have been questions about the work your son has done in China and for a Ukrainian energy company when you were vice-president, in retrospect, was anything about those relationships inappropriate or unethical?",,
Joe Biden,Nothing was unethical.,,
Joe Biden,Here’s what the deal.,,
Joe Biden,With regard to Ukraine.,,
Joe Biden,"We had this whole question about whether or not, because he was on the board, I later learned of Burisma, a company that somehow, I had done something wrong, yet every single solitary person, when he was going through his impeachment, testifying under oath, who work for him, said I did my job impeccably.",,
Joe Biden,"I carried out U.S. policy, not one single solitary thing was out of line, not a single thing, number one.",,
Joe Biden,"Number two, the guy who got in trouble in Ukraine was this guy trying to bribe the Ukrainian government to say something negative about me, which they would not do and did not do because it never ever, ever happened.",,
Joe Biden,"My son has not made money in terms of this thing about, what are you talking about, China.",,
Joe Biden,I have not had… the only guy who made money from China is this guy.,,
Joe Biden,He’s the only one.,,
Joe Biden,Nobody else has made money from China.,,
Kristen Welker,President Trump-,,
Donald Trump,[crosstalk 00:07:25]…,,
Kristen Welker,… let me ask my question to you [crosstalk 00:07:28]…,,
Donald Trump,But could I just one thing?,,
Kristen Welker,Very quickly.,,
Donald Trump,"His son didn’t have a job for a long time, was, sadly, no longer in the military service, I won’t get into that, and he didn’t have a job.",,
Donald Trump,"As soon as he became vice-president, Burisma, not the best reputation in the world, I hear they paid him $183,000 a month, listen to this, $183,000, and they gave him a $3 million upfront payment, and he had no energy experience.",,
Donald Trump,That’s 100% dishonest.,,
Kristen Welker,All right.,,
Kristen Welker,"I’m going to let the vice-president respond to that quickly, and then I need to get to a question to you.",,
Kristen Welker,"Very quickly, Mr.",,
Kristen Welker,Vice-President.,,
Joe Biden,No basis for that.,,
Joe Biden,Everybody investigated that.,,
Joe Biden,No one said anything he did was wrong in Ukraine.,,
Kristen Welker,Okay.,,
Kristen Welker,"President Trump, this is for you.",,
Kristen Welker,"Since you took office, you’ve never divested from your business.",,
Kristen Welker,You’ve personally promoted your properties abroad.,,
Kristen Welker,"A report this week, which was referenced, does indicate that your company has a bank account in China.",,
Kristen Welker,So how can voters know that you don’t have any foreign conflicts of interest?,,
Donald Trump,I have many bank accounts and they’re all listed and they’re all over the place.,,
Donald Trump,"I mean, I was a businessman doing business.",,
Donald Trump,"The bank account you’re referring to, which is, everybody knows about it, it’s listed, the bank account was in 2013.",,
Donald Trump,That’s what it was.,,
Donald Trump,It was opened.,,
Donald Trump,"It was closed in 2015, I believe.",,
Donald Trump,"And then I decided, because I was going to do… I was thinking about doing a deal in China, like millions of other people, I was thinking about it and I decided I’m not going to do it, didn’t like it, I decided not to do it, had an account open and I closed it.",,
Kristen Welker,Okay.,,
Donald Trump,Excuse me.,,
Donald Trump,"And then, unlike him where he’s vice-president and he does business, I then decided to run for president after that.",,
Donald Trump,That was before.,,
Donald Trump,"So I closed it before I even ran for president, let alone became president, big difference.",,
Donald Trump,"He is the vice-president of the United States and his son, his brother, and his other brother are getting rich.",,
Donald Trump,They’re like a vacuum cleaner.,,
Donald Trump,They’re sucking up money [crosstalk 00:09:20].,,
Kristen Welker,Okay.,,
Kristen Welker,"President Trump, thank you.",,
Kristen Welker,We do need to move on.,,
Joe Biden,Not true.,,
Kristen Welker,"I do want to ask you, Vice-President Biden, about China.",,
Kristen Welker,Let’s talk about China more broadly.,,
Kristen Welker,"There have, of course, President Trump has said that they should pay for not being fully transparent in regards to the coronavirus.",,
Kristen Welker,"If you were president, would you make China pay?",,
Kristen Welker,"And please be specific, what would that look like?",,
Joe Biden,"What I’d make China do is play by the international rules, not like he has done.",,
Joe Biden,"He has caused the deficit of the China to go up, not down, with China, up, not down.",,
Joe Biden,"We are making sure that in order to do business in China, you have to give all your intellectual property.",,
Joe Biden,You have to have a partner in China.,,
Joe Biden,"It’s 51%, we would not do that at all, number one.",,
Joe Biden,"Number two, we’re in a situation where China would have to play by the rules internationally as well.",,
Joe Biden,"When I met with Xi and when I was still vice-president, he said we’re setting up air identification zones in the South China Sea.",,
Joe Biden,You can’t fly through them.,,
Joe Biden,I said we’re going to fly through them.,,
Joe Biden,"We just flew B-52, B-1 bombers through it.",,
Joe Biden,We’re not going to pay attention.,,
Joe Biden,They have to play by the rules.,,
Joe Biden,And what’s he do?,,
Joe Biden,"He embraces guys like the thugs, like in North Korea and the Chinese president and Putin and others, and he pokes his finger [inaudible 00:10:36] all of our friends, all of our allies.",,
Joe Biden,"We make up only… we’re 25%, 25% of the world’s economy.",,
Joe Biden,"We need to be having the rest of our friends with us saying to China, “These are the rules.",,
Joe Biden,"You play by them, or you’re going to pay the price for not paying by them economically.”",,
Joe Biden,"That’s the way I will run it, and that’s what we did and upholding steel tariffs and a range of other things when we were president and vice-president.",,
Kristen Welker,All right.,,
Kristen Welker,Let’s talk about North Korea.,,
Donald Trump,"No, no, no.",,
Kristen Welker,Let…,,
Donald Trump,Excuse me.,,
Donald Trump,"No, I have to…",,
Joe Biden,… and Vice President.,,
Kristen Welker,"All right, let’s talk about North Korea-",,
Donald Trump,Excuse me.,,
Donald Trump,"No, I have to respond to that.",,
Kristen Welker,Okay.,,
Kristen Welker,"Very quickly, and then we’re going to move on to North Korea.",,
Donald Trump,His son walked out with a billion and a half dollars from China to …,,
Joe Biden,Not true.,,
Donald Trump,… after spending 10 minutes in office and being in Air Force Two.,,
Donald Trump,Number one.,,
Donald Trump,"Number two, there’s a very strong email talking about your family wanting to make $10 million a year for introductions.",,
Kristen Welker,"President Trump, on China policy-",,
Joe Biden,That’s not true.,,
Kristen Welker,"… though, what specifically-",,
Donald Trump,"No, but wait a minute.",,
Kristen Welker,"What are you going to do, what specifically are you going to do to make China pay?",,
Kristen Welker,You’ve said you’re going to make them pay.,,
Donald Trump,"First of all, China is paying.",,
Donald Trump,They’re paying billions and billions of dollars.,,
Donald Trump,I just gave $28 billion.,,
Kristen Welker,New sanctions?,,
Donald Trump,I just gave $28 billion to our farmers.,,
Joe Biden,Tax payer’s money.,,
Donald Trump,It’s what?,,
Joe Biden,Taxpayer’s money.,,
Joe Biden,Didn’t come from China.,,
Donald Trump,"No, no.",,
Donald Trump,You know who the taxpayer is?,,
Donald Trump,It’s called China.,,
Joe Biden,Not true.,,
Donald Trump,"China pays 28 billion, and you know what they did to pay it, Joe?",,
Donald Trump,"They devalued their currency and they also paid up, and you know got the money?",,
Donald Trump,"Our farmers, our great farmers, because they were targeted.",,
Donald Trump,You never charged them anything.,,
Donald Trump,"Also, I charged them 25% on dumped steel, because they were killing our steel industry.",,
Donald Trump,We were not going to have a steel industry.,,
Kristen Welker,Okay.,,
Donald Trump,And now we have a steel industry.,,
Kristen Welker,Okay.,,
Kristen Welker,"Vice President Biden, your response, please.",,
Joe Biden,"My response is, look, there’s a reason why he’s bringing up all this malarkey.",,
Joe Biden,There’s a reason for it.,,
Joe Biden,He doesn’t want to talk about the substantive issues.,,
Joe Biden,It’s not about his family and my family.,,
Joe Biden,"It’s about your family, and your family’s hurting badly.",,
Joe Biden,"If you’re a middle-class family, you’re getting hurt badly right now.",,
Joe Biden,"You’re sitting at the kitchen table this morning deciding, “Well, we can’t get new tires.",,
Joe Biden,"They’re bald, because we have to wait another month or so.” Or, “Are we going to be able to pay the mortgage?” Or, “Who’s going to tell her she can’t go back to community college?” They’re the decisions you’re making, and the middle-class families like I grew up in Scranton and Claymont, they’re in trouble.",,
Joe Biden,"We should be talking about your families, but that’s the last thing he wants to talk about.",,
Donald Trump,That is a typical statement.,,
Joe Biden,I want to talk about North Korea.,,
Donald Trump,Excuse me.,,
Donald Trump,"Just for one second, please.",,
Kristen Welker,"10 seconds, Mr. President.",,
Kristen Welker,10 seconds.,,
Donald Trump,That’s a typical political statement.,,
Donald Trump,"Let’s get off this China thing, and then he looks, “The family around the table, everything.” Just a typical politician when I see that.",,
Donald Trump,I’m not a typical politician.,,
Kristen Welker,Let’s talk about North Korea now.,,
Donald Trump,That’s why I got elected.,,
Donald Trump,Let’s get off the subject of China.,,
Donald Trump,Let’s talk about sitting around the table.,,
Donald Trump,"Come on, Joe.",,
Donald Trump,You could do better.,,
Kristen Welker,We’re going to talk about North Korea now.,,
Kristen Welker,"President Trump, you’ve met with North Korean leader Kim Jong-un three times.",,
Kristen Welker,You’ve talked about your beautiful letters with him.,,
Kristen Welker,"You’ve touted the fact that there hasn’t been a war or a long range missile test, and yet North Korea recently rolled out its biggest ever intercontinental ballistic missile and continues to develop its nuclear arsenal.",,
Kristen Welker,Do you see that as a betrayal of the relationship you forged.,,
Donald Trump,No.,,
Kristen Welker,Just 30 seconds here because we need to get onto the next topic.,,
Donald Trump,"So when I met with Barack Obama, we sat in the White House, right at the beginning, had a great conversation.",,
Donald Trump,Was supposed to be 15 minutes and it was well over an hour.,,
Donald Trump,"He said, “The biggest problem we have is North Korea.” He indicated we will be in a war with North Korea.",,
Donald Trump,Guess what?,,
Donald Trump,It would be a nuclear war.,,
Donald Trump,And he does have plenty of nuclear capability.,,
Donald Trump,"In the meantime, I have a very good relationship with him.",,
Donald Trump,"Different kind of a guy, but he probably thinks the same thing about me.",,
Donald Trump,We have a different kind of a relationship.,,
Donald Trump,We have a very good relationship and there’s no war.,,
Donald Trump,"And about two months ago, he broke into a certain area.",,
Donald Trump,"They said, “Oh, there’s going to be trouble.” I said, “No, they’re not, because he’s not going to do that.” And I was right.",,
Donald Trump,"Look, instead of being in a war where millions of people, Seoul is 25 miles away, millions and millions, 32 million people.",,
Donald Trump,Millions of people would be dead right now.,,
Donald Trump,We don’t have a war and I have a good relationship.,,
Kristen Welker,"President Trump, that’s 30 seconds.",,
Kristen Welker,Vice President Biden to you.,,
Kristen Welker,North Korea conducted four nuclear tests under the Obama administration.,,
Kristen Welker,Why do you think you would be able to reign in this persistent threatening?,,
Joe Biden,"Because I’d make it clear, which we were making clear to China, they had to be part of the deal, because I made it clear as a spokesperson for the illustration when I went to China that I said, “Why are you moving your missile defense up so close?",,
Joe Biden,Why are you moving more forces here?,,
Joe Biden,"Why are you continue to do military maneuvers with South Korea?” I said, “Because North Korea is a problem, and we’re going to continue to do it so we can control them.",,
Joe Biden,We’re going to make sure we can control them and make sure they can not hurt us.,,
Joe Biden,"And so if you want to do something about it, step up and help.",,
Joe Biden,"If not, it’s going to continue.” What has he done?",,
Joe Biden,He’s legitimized North Korea.,,
Joe Biden,"He’s talked about his good buddy, who’s a thug, a thug.",,
Joe Biden,And he talks about how we’re better off.,,
Joe Biden,"And they have much more capable missiles, able to reach us territory much more easily than they ever did before.",,
Kristen Welker,"Let me follow up with you, Vice President Biden.",,
Kristen Welker,You’ve said you wouldn’t meet with Kim Jong-un without preconditions.,,
Kristen Welker,Are there any conditions under which you would meet with him?,,
Joe Biden,On the condition that he would agree that he would be drawing down his nuclear capacity.,,
Joe Biden,The Korean Peninsula should be a nuclear free zone.,,
Kristen Welker,All right.,,
Kristen Welker,Let’s move on to American families.,,
Donald Trump,Kristen.,,
Kristen Welker,"Very quickly, 10 seconds, President Trump.",,
Donald Trump,They tried to meet with him.,,
Donald Trump,He wouldn’t do it.,,
Donald Trump,He didn’t like Obama.,,
Donald Trump,He didn’t like him.,,
Donald Trump,He wouldn’t do it.,,
Kristen Welker,"Okay, I’ve got to give him a chance to respond to that before we move on.",,
Donald Trump,I know for a fact.,,
Donald Trump,They tried.,,
Donald Trump,We wouldn’t do it.,,
Donald Trump,And that’s okay.,,
Donald Trump,You know what?,,
Donald Trump,"North Korea, we’re not in a war.",,
Donald Trump,We have a good relationship.,,
Donald Trump,People don’t understand.,,
Donald Trump,Having a good relationship with leaders of other countries is a good thing.,,
Kristen Welker,"President Trump, we have to move on, because we have a lot of questions to get to.",,
Kristen Welker,Your response.,,
Joe Biden,"We had a good relationship with Hitler before he, in fact, invaded Europe, the rest of Europe.",,
Joe Biden,Come on.,,
Joe Biden,"The reason he would not meet with President Obama is because President Obama said, “We’re going to talk about denuclearization.",,
Joe Biden,We’re not going to legitimize you and we’re going to continue to push stronger and stronger sanctions on you.” That’s why he wouldn’t meet with us.,,
Kristen Welker,"All right, let’s move on.",,
Donald Trump,And it didn’t happen.,,
Kristen Welker,Let’s move on and talk about American families.,,
Donald Trump,Excuse me.,,
Donald Trump,He left me a mess.,,
Donald Trump,Kristen.,,
Kristen Welker,President Trump.,,
Kristen Welker,Okay,,
Donald Trump,They left me a mess.,,
Donald Trump,"North Korea was a mess, and in fact, if you remember the first two or three months.",,
Donald Trump,It was a very dangerous period in my first three months before we worked things out a little bit.,,
Kristen Welker,Okay.,,
Donald Trump,There was a very day.,,
Donald Trump,"They left us a mess, and Obama would be, I think, the first to say it, was the single biggest problem he thought that our country [crosstalk 00:17:03].",,
Kristen Welker,"Okay, let’s move on to American families and the economy.",,
Kristen Welker,"One of the issues that’s most important to them is healthcare, as you both know.",,
Kristen Welker,"Today, there was a key vote on a new Supreme Court Justice, Amy Coney Barrett, and healthcare is at the center of her confirmation fight.",,
Kristen Welker,Over 20 million Americans get their health insurance through the Affordable Care Act.,,
Kristen Welker,"It’s headed to the Supreme Court and your administration, Mr. President, is advocating for the court to overturn it.",,
Kristen Welker,"If the Supreme Court does overturn that law, there’s 20 million Americans could lose their health insurance almost overnight.",,
Kristen Welker,So what would you do if those people have their health insurance taken away?,,
Kristen Welker,You have two minutes uninterrupted.,,
Donald Trump,"First of all, I’ve already done something that nobody thought was possible.",,
Donald Trump,"Through the legislature, I terminated the individual mandate.",,
Donald Trump,"That is the worst part of Obamacare, as we call it.",,
Donald Trump,"The individual mandate where you have to pay a fortune for the privilege of not having to pay for bad health insurance, I terminated.",,
Donald Trump,It’s gone.,,
Donald Trump,"Now, it’s in court, because Obamacare is no good.",,
Donald Trump,"But then I made a decision, run it as well as you can, to my people, great people, run it as well as you can.",,
Donald Trump,I could have gone the other route and made everybody very unhappy.,,
Donald Trump,They ran it.,,
Donald Trump,Premiums are down.,,
Donald Trump,Everything’s down.,,
Donald Trump,Here’s the problem.,,
Donald Trump,"No matter how well you run it, it’s no good.",,
Donald Trump,What we’d like to do is terminate it.,,
Donald Trump,We have the individual mandate done.,,
Donald Trump,I don’t know that it’s going to work.,,
Donald Trump,"If we don’t win, we will have to run it and we’ll have Obamacare, but it’ll be better run.",,
Donald Trump,"But it no longer is Obamacare, because without the individual mandate, it’s much different.",,
Donald Trump,Pre-existing conditions will always stay.,,
Donald Trump,"What I would like to do is a much better healthcare, much better.",,
Donald Trump,We’ll always protect people with pre-existing.,,
Donald Trump,"So I’d like to terminate Obamacare, come up with a brand new, beautiful healthcare.",,
Donald Trump,"The Democrats will do it, because there’ll be tremendous pressure on them.",,
Donald Trump,And we might even have the House by that time.,,
Donald Trump,And I think we’re going to win the House.,,
Donald Trump,"You’ll see, but I think we’re going to win the House.",,
Donald Trump,"But come up with a better healthcare, always protecting people with pre-existing conditions.",,
Donald Trump,"And one thing very important, we have 180 million people out there that have great private healthcare.",,
Donald Trump,Far more than we’re talking about with Obamacare.,,
Donald Trump,Joe Biden is going to terminate all of those policies.,,
Donald Trump,These are people that love their healthcare.,,
Donald Trump,"People that have been successful, middle-income people, been successful.",,
Donald Trump,"They have 180 million plans, 180 million people, families.",,
Donald Trump,"Under what he wants to do, which will basically be socialized medicine, he won’t even have a choice, they want to terminate 180 million plans.",,
Donald Trump,"We have done an incredible job at healthcare, and we’re going to do even better.",,
Donald Trump,Just you watch.,,
Kristen Welker,Okay.,,
Kristen Welker,"Vice President Biden, yes, this is for you.",,
Kristen Welker,Your healthcare plan calls for building on Obamacare.,,
Kristen Welker,"So my question is, what is your plan if the law is ruled unconstitutional by the Supreme Court?",,
Kristen Welker,You have two minutes uninterrupted.,,
Joe Biden,"What I’m going to do is pass Obamacare with a public option, and become Bidencare.",,
Joe Biden,"The public option is an option that says that if you in fact do not have the wherewithal, if you qualify for Medicaid and you do not have the wherewithal in your state to get Medicaid, you automatically are enrolled, providing competition for insurance companies.",,
Joe Biden,That’s what’s going to happen.,,
Joe Biden,"Secondly, we’re going to make sure we reduce the premiums and reduce drug prices by making sure that there’s competition, that doesn’t exist now, by allowing Medicare to negotiate drug prices with the insurance companies.",,
Joe Biden,"Thirdly, the idea that I want to eliminate private insurance, the reason why I had such a fight with 20 candidates for the nomination was I support private insurance.",,
Joe Biden,That’s why.,,
Joe Biden,"Not one single person with private insurance would lose their insurance under my plan, nor did they under Obamacare.",,
Joe Biden,They did not lose their insurance unless they chose they wanted to go to something else.,,
Joe Biden,"Lastly, we’re going to make sure we’re in a situation that we actually protect pre-existing.",,
Joe Biden,There’s no way he can protect pre-existing conditions.,,
Joe Biden,"None, zero.",,
Joe Biden,You can’t do it in the ether.,,
Joe Biden,He’s been talking about this for a long time.,,
Joe Biden,He’s never come up with a plan.,,
Joe Biden,"I guess we’re going to get the pre-existing condition plan the same time we got the infrastructure plan that we waited for since ’17, ’18, ’19, and 20.",,
Joe Biden,I still have a few more minutes.,,
Joe Biden,I know you’re getting anxious.,,
Joe Biden,"The fact is that he’s already cost the American people, because of his terrible handling of the COVID virus and economic spillover.",,
Joe Biden,"10 million people have lost their private insurance, and he wants to take away 22 million more people who have it under Obamacare and over 110 million people with pre-existing conditions.",,
Joe Biden,"And all the people from COVID are going to have pre-existing conditions, what are they going to do?",,
Kristen Welker,I have a follow-up for you Vice President Biden.,,
Kristen Welker,It relates to something that President Trump said.,,
Kristen Welker,He’s accusing you of wanting socialized medicine.,,
Kristen Welker,"What do you say to people who have concerns that your healthcare plan, which includes a government insurance option, takes-",,
Kristen Welker,"Concerns that your healthcare plan, which includes a government insurance option, takes the country one step closer to a healthcare system run entirely by the government.",,
Kristen Welker,What’s your response to that?,,
Joe Biden,I say it’s ridiculous.,,
Joe Biden,"It’s like saying that the fact that there’s a public option that people can choose, that makes it a socialist plan.",,
Joe Biden,"Look, the difference between the president and I… I think healthcare is not a privilege, it’s a right.",,
Joe Biden,"Everyone should have the right to have affordable healthcare, and I am very proud of my plan.",,
Joe Biden,"It’s gotten endorsed by all the major labor unions, as well as a whole range of other people who, in fact, are concerned in the medical field.",,
Joe Biden,This is something that’s going to save people’s lives.,,
Joe Biden,And this is going to give some people an opportunity to have healthcare for their children.,,
Joe Biden,"How many of you at home are worried and rolling around in bed tonight, wondering what in God’s name you’re going to do if you get sick, because you’ve lost your health insurance and your company’s gone under?",,
Joe Biden,"We have to provide health insurance for people at an affordable rate, and that’s what I do.",,
Kristen Welker,President Trump-,,
Donald Trump,Excuse me.,,
Donald Trump,He was there-,,
Kristen Welker,… your response.,,
Donald Trump,… for 47 years.,,
Donald Trump,He didn’t do it.,,
Donald Trump,He was now there as vice president for eight years.,,
Donald Trump,And it’s not like it was 25 years ago.,,
Donald Trump,"It was three and three quarters… It was just a little while ago, right?",,
Donald Trump,Less than four years ago.,,
Donald Trump,He didn’t do anything.,,
Donald Trump,He didn’t do it.,,
Donald Trump,He wants socialized medicine.,,
Donald Trump,And it’s not that he wants it.,,
Donald Trump,"His vice president, she is more liberal than Bernie Sanders and wants it even more.",,
Donald Trump,Bernie Sanders wants it.,,
Donald Trump,The Democrats want it.,,
Donald Trump,"You’re going to have socialized medicine, just like you want it with fracking.",,
Donald Trump,“We’re not going to have fracking.,,
Donald Trump,We’re going to stop fracking.,,
Donald Trump,"We’re going to stop fracking.” Then he goes to Pennsylvania after he gets a nomination, where he got very lucky to get it.",,
Donald Trump,"And he goes to Pennsylvania, and he says, “Oh, we’re going to have fracking.” And you never ask that question.",,
Donald Trump,"And by the way, so far, I respect very much the way you’re handling this, I have to say.",,
Joe Biden,By the way-,,
Donald Trump,But somebody should ask the question.,,
Joe Biden,You can ask it.,,
Donald Trump,"He goes for a year, there will be no fracking.",,
Kristen Welker,We do have a number-,,
Donald Trump,There will be no petroleum-,,
Kristen Welker,We have a number of topics we’re going to get to.,,
Donald Trump,"No, no.",,
Donald Trump,But that’s a big question.,,
Kristen Welker,We’re going to get to a number of topics-,,
Donald Trump,It’s the same thing with socialized medicine.,,
Joe Biden,I have to respond to healthcare.,,
Kristen Welker,"Vice President, your response please.",,
Joe Biden,"My response is, people deserve to have affordable healthcare, period.",,
Joe Biden,"Period, period, period.",,
Joe Biden,"And the Biden care proposal will in fact provide for that affordable healthcare, lower premiums.",,
Joe Biden,What we’re going to do is going to cost some money.,,
Joe Biden,It’s going to cost over $750 billion over 10 years to do it.,,
Joe Biden,And they’re going to have lower premiums.,,
Joe Biden,"You can buy into the better plans, the cheaper plans, lower your premiums, deal with unexpected billing, and have your drug prices drop significantly.",,
Joe Biden,He keeps talking about it.,,
Joe Biden,He hasn’t done a thing for anybody on healthcare.,,
Joe Biden,Not a thing.,,
Donald Trump,"Kristen, when he says-",,
Kristen Welker,"Very quickly, then I want to talk about what’s happening on Capitol Hill.",,
Donald Trump,"When he says public option, he’s talking about socialized medicine and healthcare.",,
Donald Trump,"When he talks about a public option, he’s talking about destroying your Medicare, totally destroying-",,
Joe Biden,Wrong.,,
Donald Trump,… and destroying your Social Security.,,
Donald Trump,And this whole country will come down.,,
Donald Trump,Bernie Sanders tried it in his state.,,
Joe Biden,Bernie.,,
Donald Trump,He tried it in his state.,,
Donald Trump,His governor was a very liberal governor.,,
Donald Trump,They wanted to make it work.,,
Kristen Welker,Okay.,,
Kristen Welker,Let’s hear-,,
Donald Trump,It was impossible to work.,,
Kristen Welker,Let’s let Vice President Biden respond-,,
Donald Trump,It doesn’t work.,,
Joe Biden,He’s a very confused guy.,,
Joe Biden,He thinks he’s running against somebody else.,,
Joe Biden,He’s running against Joe Biden.,,
Joe Biden,I beat all those other people because I disagreed with them.,,
Joe Biden,"Joe Biden, he’s running against.",,
Joe Biden,"And the idea that we’re in a situation that is going to destroy Medicare… This is the guy that the actuary of Medicare said, “If in fact…” That’s Social Security.",,
Joe Biden,"“If in fact he continues his plan to withhold the tax on Social Security, Social Security will be bankrupt by 2023 with no way to make up for it.” This is the guy who’s tried to cut Medicare.",,
