speaker,text,minute_start,minute_end
Savannah Guthrie,… but you can-,,
Donald Trump,"No, no.",,
Donald Trump,No.,,
Donald Trump,There’s not a middle ground.,,
Donald Trump,You have to be safe.,,
Donald Trump,"You have to be vigilant, and you have to be smart.",,
Savannah Guthrie,You’re going to like this next couple of voters.,,
Donald Trump,Okay.,,
Donald Trump,Good.,,
Savannah Guthrie,It’s a mom and a daughter.,,
Savannah Guthrie,"Mom, Barbara voted for you in 2016.",,
Savannah Guthrie,She’s leaning to vote for you again.,,
Savannah Guthrie,"Now, her daughter was too young to vote last time, she’s going to vote for her first time in a presidential campaign.",,
Savannah Guthrie,"And she is leaning, Biden.",,
Savannah Guthrie,So imagine the dinner table at their house.,,
Savannah Guthrie,Okay?,,
Donald Trump,We’ll talk you out of it.,,
Savannah Guthrie,"So Barbara, why don’t you go first, and ask your question.",,
Donald Trump,"[Spanish, foreign language 00:26:48] Miami.",,
Savannah Guthrie,Thank you.,,
Audience Member 13,"Mr. Trump, as a frontline ER doctor, working through the coronavirus pandemic-",,
Donald Trump,Right.,,
Audience Member 13,"… I know firsthand, and I’ve seen that many hospitals throughout the United States, are suffering financial hardships.",,
Audience Member 13,These economic effects are trickling down to the frontline workers.,,
Donald Trump,Right.,,
Audience Member 13,"We are being… Across the country, frontline workers are being fired, they’re being furloughed.",,
Audience Member 13,"Our salaries are being cut, and this is also happening another economic sectors as well, including the travel industry and hospitality.",,
Donald Trump,Right.,,
Audience Member 13,"My question to you is, how are you going to get the United States back on track, both in terms of the economy and the pandemic?",,
Donald Trump,"So, it’s happening.",,
Donald Trump,"We just set a record, 11.4 million jobs.",,
Donald Trump,"We are going to have a phenomenal third quarter, which will be announced on November 1st, just prior to the big November 3rd day, where I think you’re going to see a red wave.",,
Donald Trump,But we’re going to have a tremendous announcement.,,
Donald Trump,I believe.,,
Donald Trump,"I mean, we’re going to find out, but GDP is going through the roof.",,
Donald Trump,"Jobs, real estate, houses.",,
Donald Trump,So many things are happening.,,
Donald Trump,"So, people were saying, we’re going to have a 42% unemployment.",,
Donald Trump,"Look, this was a thing that came into our country and it happened a hundred, more than a hundred years ago, and it happened now.",,
Donald Trump,They were talking about a 42% unemployment rate.,,
Savannah Guthrie,Who was talking about that?,,
Donald Trump,"It came out, it just came out-",,
Savannah Guthrie,"I heard, 20%.",,
Donald Trump,"… at 7.8% unemployment, and people can’t even believe it.",,
Donald Trump,"Our economy is going to be… Next year, if we don’t have somebody that raises taxes and quadruples taxes, which they want to do, and it kills everything.",,
Donald Trump,"Our economy is going to be phenomenal, next year.",,
Donald Trump,We’re going to have a phenomenal…,,
Donald Trump,"And, I’ll tell you, Savannah.",,
Donald Trump,"We had the greatest economy in the history of our country last year, including the state of Florida, where we are now.",,
Donald Trump,"In Pennsylvania, in North Carolina, in Ohio, every place.",,
Donald Trump,We had the greatest economy we ever had.,,
Donald Trump,"We had to close it down, we saved two million lives.",,
Donald Trump,We’re opening it up.,,
Donald Trump,We have a V-shape and it’s coming back.,,
Donald Trump,It’s coming back very fast.,,
Donald Trump,"One other thing, we really helped the hospitals.",,
Donald Trump,We’ve sent billions and billions of dollars to the hospitals.,,
Donald Trump,"In addition, hundreds of millions of masks and gowns.",,
Donald Trump,"And we went into the ventilator business, because this country was not equipped with ventilators.",,
Donald Trump,And I’m not blaming anybody for it.,,
Donald Trump,"But we’re now making thousands of ventilators a month, and we have all we can use.",,
Donald Trump,"We’re sending them all over the world, because the world needs them.",,
Donald Trump,"So, they’ve worked very hard and really very, very effectively.",,
Donald Trump,Thank you.,,
Donald Trump,Great question.,,
Savannah Guthrie,"Let’s talk to Isabella, and put the mic close to your mouth.",,
Savannah Guthrie,"Okay, go ahead.",,
Audience Member 14,"Mr. President, my parents are, as you heard, both frontline healthcare workers.",,
Audience Member 14,"And I’ve seen the physical and the mental toll that this pandemic has taken on them, firsthand.",,
Audience Member 14,"As well as the exacerbation of coronavirus, due to Americans who are not wearing masks or participating in social distancing.",,
Audience Member 14,"After contracting COVID-19 yourself, has your opinion changed on the importance of mask wearing?",,
Donald Trump,"No, because I was okay with the masks.",,
Donald Trump,"I was good with it, but I’ve heard many different stories on masks.",,
Donald Trump,"I had, being president, you have people, they bring meals, they bring this, they… And I had an instance recently, where a very wonderful person is bringing me a meal, and he’s playing with his mask.",,
Donald Trump,"And he’s touching his mask, all over the place.",,
Donald Trump,"And then he’s bringing a plate in, and I’m saying, “Well, I don’t know if that’s so good.” I mean, the good news, I didn’t eat it.",,
Donald Trump,Okay?,,
Donald Trump,I decided not to eat it.,,
Donald Trump,This was a month ago.,,
Donald Trump,"But I… Look, look, you have, on the masks, you have two stories.",,
Donald Trump,"You have a story where they want, a story where they don’t want.",,
Donald Trump,I am all for it.,,
Savannah Guthrie,"Who is, I don’t get that, because it’s just… All of your public health officials, your administration, they’re in unison about this.",,
Donald Trump,Some.,,
Donald Trump,No.,,
Savannah Guthrie,They’re all in unison about it.,,
Donald Trump,"No, the [crosstalk 00:30:25].",,
Savannah Guthrie,"The University of Washington, which is, they have a model that your coronavirus task force relies on.",,
Savannah Guthrie,"Says that, if everyone wore a mask, you could cut expected deaths in half.",,
Donald Trump,"And then, you have other people that disagree.",,
Savannah Guthrie,"60,000 lives.",,
Savannah Guthrie,"Well, what does that mean?",,
Donald Trump,"Scott Atkins, if you look at Scott, Dr. Scott.",,
Donald Trump,"He’s from, great guy, Stanford.",,
Donald Trump,"He will tell you that, he disagrees with you.",,
Savannah Guthrie,He’s not an infectious disease expert.,,
Donald Trump,"Oh, I don’t know.",,
Donald Trump,"Look, he’s an expert.",,
Donald Trump,He’s one of the great experts of the world.,,
Savannah Guthrie,"But I don’t get it, because you have so much power and influence as president.",,
Donald Trump,I’m all for it.,,
Savannah Guthrie,And you could go to your… You could require it-,,
Donald Trump,By the way-,,
Savannah Guthrie,"… at your rallies, and you could say-",,
Donald Trump,"I never said, “Don’t wear them.”",,
Savannah Guthrie,"“Everyone put on a mask right now.” And the University of Washington says, you would save lives.",,
Donald Trump,"Savannah, University of Washington.",,
Donald Trump,"And then, you have other places, say different things.",,
Donald Trump,You have a lot of… Hey.,,
Donald Trump,"Dr. Fauci said, “Don’t wear a mask,” right?",,
Savannah Guthrie,"At first, but then everybody agreed.",,
Donald Trump,"Oh, I don’t know.",,
Donald Trump,Then he changed his mind.,,
Donald Trump,"But then, you have a report coming out two days ago, that 85% of the people wearing masks catch it.",,
Savannah Guthrie,"I looked at that report, it’s not about mask wearing.",,
Savannah Guthrie,It was neutral on the question of masks.,,
Donald Trump,Savannah.,,
Donald Trump,We’re on the same side.,,
Donald Trump,"I say, wear the mask.",,
Donald Trump,I’m fine with it.,,
Savannah Guthrie,Okay.,,
Savannah Guthrie,Okay.,,
Donald Trump,I have no problem.,,
Donald Trump,We’re on the same side.,,
Savannah Guthrie,Let’s take a break.,,
Savannah Guthrie,"We’re going to get more questions, right after this.",,
Donald Trump,Thank you.,,
Donald Trump,(silence).,,
Savannah Guthrie,And we’re back.,,
Savannah Guthrie,We’re live in Miami with President Trump for a town hall.,,
Savannah Guthrie,Live in Miami with President Trump for a town hall.,,
Savannah Guthrie,"Thank you again, Mr. President.",,
Savannah Guthrie,We have another voter.,,
Savannah Guthrie,"Now, Christie Alonzo, come on out, Christie, she is leaning slightly towards you, she says.",,
Savannah Guthrie,She voted for you in 2016.,,
Savannah Guthrie,"Christie, you ready?",,
Savannah Guthrie,"Take the mask off, hold the mic close, and let’s hear your question.",,
Audience Member 15,"Thank you for your service, Mr. President.",,
Donald Trump,Thank you.,,
Donald Trump,Thank you very much.,,
Audience Member 15,We’re a hard-working middle-class family of four.,,
Audience Member 15,"My husband and I are both self-employed, and we have to get our own individual healthcare.",,
Audience Member 15,"As you know, healthcare costs have gone up considerably over the decades.",,
Audience Member 15,And you had originally said you were going to repeal and replace Obamacare.,,
Audience Member 15,What is your plan now in 2020 to make healthcare costs affordable for Americans like myself?,,
Donald Trump,Good.,,
Donald Trump,"So we got rid of the individual mandate on Obamacare, which was the worst part of Obamacare, and now you could actually say it’s not Obamacare because that’s how big it was, where you had to pay a fortune for the privilege of not having to pay for bad health insurance, so we got rid of that.",,
Donald Trump,"That was a big, big thing.",,
Donald Trump,"And by doing that, and we will always have… By the way, we’re always protecting people with pre-existing conditions, and I can’t say that more strongly, but we’ve been able to bring healthcare costs way down.",,
Donald Trump,"Now, I took over Obamacare, got rid of the individual mandate, made it good, managed it much better.",,
Donald Trump,"Remember, they had the $5 billion website disaster, and all of the problems they had.",,
Donald Trump,"The problem with Obamacare, it’s not good.",,
Donald Trump,"We’d like to terminate it, and we want a much less expensive healthcare that’s a much better healthcare, and that’s where we’re aiming.",,
Donald Trump,"And if we can do that, and we have a very good chance of doing it, but we’ve also brought down the price of Obamacare.",,
Donald Trump,"The problem with Obamacare, it basically is never going to be great, and I want to give great healthcare.",,
Donald Trump,So important.,,
Donald Trump,And thank you very much.,,
Savannah Guthrie,"Mr. President, I got a follow-up pre-existing conditions.",,
Savannah Guthrie,This is such a big issue for voters.,,
Donald Trump,It is a big issue for me too.,,
Savannah Guthrie,"In point of fact, your administration is about to go to the Supreme Court to argue to throw out the rest of Obamacare, which includes the protections for preexisting conditions.",,
Donald Trump,That’s right.,,
Donald Trump,That’s right.,,
Savannah Guthrie,"So your administration is in court right now, trying to get rid of that protection.",,
Donald Trump,In order to replace it with a much better healthcare at a much lower price.,,
Donald Trump,"And always, under all circumstances, we are going to protect the Republicans.",,
Donald Trump,"And maybe I changed the party a lot over the last three years, but we will protect people with preexisting conditions.",,
Donald Trump,"And Savannah, what I want to do, get rid of the terrible Obamacare.",,
Donald Trump,"I’ve already done it to a large extent because as you know, the individual mandate is gone.",,
Donald Trump,That was the worst part.,,
Savannah Guthrie,"You repealed, but you haven’t replaced.",,
Donald Trump,"No, no.",,
Savannah Guthrie,"Now, you’ve been in office almost four years.",,
Donald Trump,We have done-,,
Savannah Guthrie,"You have both houses of Congress, Senate and House, in Republican hands, and there is not a replacement yet.",,
Donald Trump,That’s right.,,
Donald Trump,"I’m sorry, but if you look, we had both houses and what did we do?",,
Donald Trump,We got rid of the individual mandate.,,
Donald Trump,That went through the legislature.,,
Savannah Guthrie,But the promise was repeal and replace.,,
Donald Trump,"Look, look.",,
Donald Trump,We should be on the same side.,,
Donald Trump,I wanted very simple.,,
Donald Trump,I’m going to put it very simple.,,
Donald Trump,"We would like to terminate it, and we would like to replace it with something that’s much less expensive and much better.",,
Donald Trump,We will always protect people with preexisting conditions.,,
Savannah Guthrie,But if you’re successful in court-,,
Donald Trump,And here’s the thing-,,
Savannah Guthrie,"… in November, those preexisting conditions, that promise will be gone.",,
Donald Trump,"If we don’t succeed, we are running the remnants of whatever’s left because we took it apart.",,
Donald Trump,"We are running the remnants of whatever’s left much better than the previous administration, which ran it very badly, but we’d like to have new healthcare much better and much less expensive.",,
Savannah Guthrie,Let me get to question number five.,,
Savannah Guthrie,"And you’ll like this, he’s stuck in traffic.",,
Savannah Guthrie,His name is Joe White.,,
Savannah Guthrie,He is registered as a Democrat.,,
Savannah Guthrie,He says he’s leaning toward Biden and voted for Hillary Clinton in 2016.,,
Savannah Guthrie,"And his question was a, a second stimulus payment has been broadly agreed upon by the Republicans and Democrats, and yet, now we’re in October and it’s still not passed.",,
Savannah Guthrie,Why not use your office to make the second stimulus payment a separate targeted emergency relief package to help Americans weather the pandemic?,,
Donald Trump,"Well, we’ve actually passed three packages, and we’re on our fourth, and I agree with him 100%.",,
Donald Trump,He should vote for me.,,
Donald Trump,The problem you have is Nancy Pelosi.,,
Donald Trump,She couldn’t care less about the worker.,,
Donald Trump,She couldn’t care less about our people.,,
Donald Trump,"And we should have a stimulus, and I want a stimulus.",,
Donald Trump,The Republicans will approve a stimulus.,,
Donald Trump,The problem is she doesn’t want to do it because she thinks it’s bad for her election.,,
Donald Trump,"The fact is, she’s wrong because people know she’s in our way, she’s not approving it, she doesn’t appreciate our people, and she doesn’t appreciate, at all, our workers.",,
Donald Trump,"Nancy Pelosi, we are ready to sign and pass stimulus, but she’s got to approve it.",,
Savannah Guthrie,"People do not love the back and forth of Washington, but this has been a rollercoaster.",,
Savannah Guthrie,"Back in early October, you one day tweeted, “No more negotiations until after election day.",,
Savannah Guthrie,"I’m walking away.” Then, I think the next couple of days you said, “Maybe we can do something targeted.”",,
Donald Trump,That’s right.,,
Savannah Guthrie,"Then you said, “I want a big, big bill.” But then Senate Republicans said, “No, we’re not for that.” So you are the big deal-maker.",,
Savannah Guthrie,How come this is so… You yourself had changed positions.,,
Donald Trump,That’s right.,,
Donald Trump,Did you ever hear a word called negotiation when negotiating?,,
Donald Trump,Okay.,,
Donald Trump,I’m negotiating-,,
Savannah Guthrie,But people’s lives are hanging in the balance.,,
Donald Trump,You know what?,,
Donald Trump,And you know who I’m negotiating against?,,
Donald Trump,"Nancy Pelosi, because she doesn’t want to give them money.",,
Donald Trump,We should have stimulus.,,
Donald Trump,This was not our people’s fault.,,
Donald Trump,This was China’s fault.,,
Donald Trump,And she’s penalizing our people.,,
Donald Trump,"I’m ready to sign a big, beautiful stimulus.",,
Donald Trump,"You saw the other day, I said, “Go big or go home.” Right?",,
Savannah Guthrie,That’s what I was talking about.,,
Donald Trump,I want it to be big.,,
Donald Trump,I want it to be bold.,,
Donald Trump,I want the money to go to directly to the people.,,
Savannah Guthrie,"Senate Republicans with you, they’re going to go big?",,
Donald Trump,They’ll go.,,
Donald Trump,"Yeah, they’ll go.",,
Donald Trump,They’ll go.,,
Donald Trump,They’re going be very active-,,
Savannah Guthrie,"Okay, because so far, they have not said they would.",,
Donald Trump,"I know, because I haven’t asked them to because I can’t get through Nancy Pelosi.",,
Savannah Guthrie,Okay.,,
Donald Trump,"If Nancy Pelosi and I, through my representatives or directly, I don’t care, if we agree to something, the Republicans will agree to it.",,
Savannah Guthrie,Okay.,,
Savannah Guthrie,"Our next question comes from… Oh, this is interesting.",,
Savannah Guthrie,"She voted for Clinton in 2016, but recently changed her registration from Democrat to Independent.",,
Savannah Guthrie,She says she’s truly undecided.,,
Savannah Guthrie,Her name’s Becky Lightman.,,
Savannah Guthrie,"Hello, Becky.",,
Savannah Guthrie,What’s your question?,,
Donald Trump,How are you?,,
Audience Member 13,"Hi, I’m great.",,
Audience Member 13,How are you?,,
Donald Trump,Nice to see you.,,
Donald Trump,Thank you.,,
Audience Member 13,Good to see you.,,
Audience Member 13,So corporate tax rates are a hot button issue and you have cut corporate tax rates.,,
Audience Member 13,"And your opponent, Joe Biden, is planning to raise them.",,
Audience Member 13,A lot of Americans think that corporations don’t pay their share of taxes and want to see those tax rates increase.,,
Audience Member 13,What do you say to those Americans to maybe tell them why you want the corporate tax rate lower and why that helps them?,,
Donald Trump,It’s a great question.,,
Donald Trump,We’ve created more jobs than this country has ever created.,,
Donald Trump,We were up to 160 million jobs.,,
Donald Trump,We were never even close to that number.,,
Donald Trump,"We were just hitting 160 million jobs, companies are pouring into our nation because of the tax rate, and if Biden comes in and raises taxes on everybody, including middle income taxes, which he wants to do, you will blow this thing, and you’ll end up with a depression, the likes of which you’ve never had.",,
Donald Trump,That’s what’s going to happen.,,
Donald Trump,We have something that’s really good.,,
Donald Trump,The reason we’re coming back so strong is because we built a very strong foundation.,,
Donald Trump,Companies are moving in.,,
Donald Trump,"Car companies are moving into Michigan, into Ohio, into South Carolina, and North Carolina just today, so what’s happening is, they’re coming in because we reduced the taxes.",,
Donald Trump,"Our taxes, our corporate taxes were the highest in the world, and now they’re among the lower taxes.",,
Donald Trump,"They’re not the lowest, but they’re among the lowest.",,
Donald Trump,"And what that means, is jobs, but also we’re doing a very big, and we’ve done a very big, middle income tax package.",,
Donald Trump,"So if we get in, we’re going to do the middle income tax package, but it’s a great question.",,
Donald Trump,"And if he comes along and raises rates, all those companies that are coming in, they will leave the U.S. so fast your head will spin.",,
Donald Trump,We can’t let that happen.,,
Donald Trump,Thank you.,,
Savannah Guthrie,"On the subject of taxes, as you know, the New York times has obtained, it says years of your tax returns among other things, it says that you have debts of approximately $421 million that you have personally guaranteed, and that will come due in the next four years.",,
Savannah Guthrie,"The question is, on behalf of voters, who do you owe $421 million to?",,
Donald Trump,"Okay, first of all, let me answer.",,
Donald Trump,"What they did is illegal, number one.",,
Donald Trump,"Also, the numbers are all wrong, with the numbers they released.",,
Donald Trump,"And just so you understand, when you have a lot of real estate, I have real estate, you know a lot of it.",,
Donald Trump,Okay?,,
Donald Trump,"Right down the road, Doral, big stuff, great stuff.",,
Donald Trump,"When I decided to run, I’m very underlevered, fortunately, but I’m very underlevered.",,
Donald Trump,"I have a very, very small percentage of debt compared.",,
Donald Trump,"In fact, some of it, I did as favors to institutions that wanted to loan me money.",,
Donald Trump,"$400 million compared to the assets that I have, all of these great properties all over the world, and frankly, The Bank of America building in San Francisco.",,
Donald Trump,I don’t love what’s happening to San Francisco.,,
Donald Trump,"1290 Avenue of the Americas, one of the biggest office buildings.",,
Savannah Guthrie,Well do I hear you right?,,
Savannah Guthrie,It sounds like you’re saying $400 million isn’t that much.,,
Savannah Guthrie,"But are you confirming that, yes, you do owe some $400 million?",,
Donald Trump,"What I’m saying is that, it’s a tiny percentage of my net worth.",,
Savannah Guthrie,That sounds like yes.,,
Donald Trump,And you’ll see that soon because we’re doing things.,,
Donald Trump,"We’ve given, I think it’s 108 or 112 pages of financial detail to elections, and we have to file as the president, as any politician, you have to file.",,
Donald Trump,Nobody ever looks at that.,,
Donald Trump,"When they do, they see how incredible a company is, but more importantly, they see where this debt is.",,
Donald Trump,"No, I don’t owe Russia money.",,
Donald Trump,"I owe a very, very small… It’s called mortgages.",,
Donald Trump,"People have a house, they put a mortgage.",,
Savannah Guthrie,Any foreign bank?,,
Savannah Guthrie,Any foreign entity?,,
Donald Trump,"Not that I know of, but I will probably, because it’s so easy to solve, and if you’d like to do, I will let you know who I owe, whatever small amount of money.",,
Donald Trump,I want to say two things.,,
Donald Trump,"Number one, it’s a very small amount of money.",,
Donald Trump,"Number two, it’s very straight.",,
Donald Trump,"It’s very, very straight, but it’s a tiny percentage of the worth.",,
Donald Trump,Did you ever hear the expression underlevered?,,
Savannah Guthrie,Yeah.,,
Donald Trump,I am extremely underlevered.,,
Savannah Guthrie,"Well, here’s the thing.",,
Savannah Guthrie,You could clear this up tonight by just releasing your tax returns yourself.,,
Savannah Guthrie,That’s what I don’t understand.,,
Savannah Guthrie,"I think people are just wondering, you’re the only-",,
Donald Trump,"As you know, I’m under audit.",,
Donald Trump,It turned out that I am under audit.,,
Savannah Guthrie,"Yes, but the IRS said… You are.",,
Donald Trump,But they actually… Excuse me.,,
Donald Trump,"No, no.",,
Savannah Guthrie,But the IRS says that doesn’t stop you from releasing.,,
Donald Trump,But you accused me of not being under audit previously.,,
Savannah Guthrie,I did not.,,
Donald Trump,And so did other people at NBC.,,
Donald Trump,And I am under audit.,,
Savannah Guthrie,You are.,,
Donald Trump,So that one’s solved.,,
Donald Trump,That’s good.,,
Donald Trump,I am under audit.,,
Donald Trump,"No person in their right mind would release, prior to working out the deal with the IRS.",,
Donald Trump,And I’ll go a step further.,,
Donald Trump,I’m treated very badly by the IRS.,,
Donald Trump,"They treat me very, very badly.",,
Donald Trump,"You have people in there from previous administrations that treat me very badly, but we’re under audit.",,
Donald Trump,"It’s very routine, in many ways, but we’re under audit.",,
Donald Trump,"They like to change the game, change the rules, do everything.",,
Donald Trump,You saw what they did with the tea party people.,,
Donald Trump,You saw what they did with the religious group.,,
Savannah Guthrie,"But to be clear, there is no law or rule that prohibits you from releasing your tax returns.",,
Donald Trump,"No, except common sense, and intelligence, and having lawyers that say… Because I would love to release them, and as soon as we come to a conclusion, I will release them, and very gladly, but if you go to elections, and if you take a look, you’ll see 112, I think it’s 112, it talks about the income, which is rather massive.",,
Donald Trump,It talks about all of the properties.,,
Donald Trump,They have them listed.,,
Donald Trump,"You can never learn more, but you know what happened?",,
Donald Trump,People went there.,,
Donald Trump,All the reporters went.,,
Donald Trump,There was a feeding frenzy.,,
Donald Trump,"This was originally, when I filed it.",,
Donald Trump,And I filed it every year.,,
Donald Trump,I update it every year.,,
Donald Trump,My son is here.,,
Donald Trump,They run the company.,,
Donald Trump,I don’t run the company.,,
Savannah Guthrie,It also says that you’ve paid $750 in taxes in the year you were elected.,,
Savannah Guthrie,Is that true or not?,,
Donald Trump,"Yeah, because that’s a statutory number.",,
Donald Trump,It’s a statutory.,,
Savannah Guthrie,But is that true?,,
Donald Trump,I think it’s a filing number.,,
Donald Trump,"You pay 750, it’s a filing or a filing fee.",,
Savannah Guthrie,But is that all you paid?,,
Savannah Guthrie,Because most people here probably paid more.,,
Donald Trump,"No, I don’t know.",,
Donald Trump,I can tell you this.,,
Donald Trump,"If they have my tax returns, as you know, they have to go to jail.",,
Donald Trump,"It’s illegal, but their numbers were wrong, but let me tell you what else.",,
Donald Trump,I don’t owe money to any of these sinister people.,,
Donald Trump,This has been going on for years now.,,
Donald Trump,"Russia, Russia, Russia.",,
Donald Trump,"It turned out to be a hoax, and it turned out to be that Hillary Clinton and the Democrats were dealing with Russia, not me.",,
Donald Trump,It’s a whole hoax.,,
Donald Trump,"So I would not mind at all saying who it is, but it’s a very small… When you look at vast properties like I have, and they’re big, and they’re beautiful, and they’re well located.",,
Donald Trump,"When you look at that, the amount of money, $400 million is a peanut.",,
Donald Trump,It’s extremely underlevered.,,
Donald Trump,And it’s levered with normal banks.,,
Donald Trump,Not a big deal.,,
Savannah Guthrie,"All right, let’s take a break.",,
Savannah Guthrie,We’ll get more voter questions right after this.,,
Donald Trump,Thank you.,,
Donald Trump,Thank you.,,
Savannah Guthrie,"We are live in Miami, in the middle of a town hall with President Trump.",,
Savannah Guthrie,Thank you again-,,
Savannah Guthrie,We are live in Miami in the middle of a town hall with President Trump.,,
Savannah Guthrie,Thank you again for being here.,,
Donald Trump,Thank you.,,
Savannah Guthrie,"We’ve got another voter, Adam Schucher.",,
Savannah Guthrie,He voted for Clinton in 2016.,,
Savannah Guthrie,He’s registered as a Democrat and says he’s supporting Biden.,,
Savannah Guthrie,"Adam, take it away.",,
Audience Member 16,"Thank you, Savannah.",,
Audience Member 16,"Thank you, Mr. President.",,
Donald Trump,"Thank you, Adam.",,
Audience Member 16,"Four years ago, Senate leadership said it was inappropriate to push through a nominee in an election year, yet they fast-tracked your nominee for the Supreme Court just today.",,
Audience Member 16,"The question I have for you is, what do you say to the voter that thinks it’s hypocritical to act in that manner and that they can’t trust Republicans’ word?",,
Donald Trump,"So when I was elected, and when a president is elected, they’re elected for a period of four years.",,
Donald Trump,And Justice Ginsburg said it best.,,
Donald Trump,"I think, talking about president Obama having to do with somebody else, that the president is put there for four years, not for three years.",,
Donald Trump,"So during this fourth year, it happened to come up, unfortunately, because I had great respect for Justice Ginsburg.",,
Donald Trump,"But a vacancy happened to come up, and we picked somebody that’s outstanding.",,
Donald Trump,"She has been an absolute star, and I’m extremely proud of it.",,
Donald Trump,"But again, plenty of time.",,
Donald Trump,There’s plenty of time.,,
Donald Trump,"We’re going to do it before the election, but we also have much time after the election.",,
Donald Trump,"But there’s no reason to wait, because it’s almost unanimous, it seems to me, certainly within the Republican party.",,
Donald Trump,"And frankly, most of the Democrats within closed rooms, I guarantee you that.",,
Donald Trump,"This is an outstanding person, and I’m using my fourth term.",,
Donald Trump,"And if you look at it and if you put the shoe on the other foot, if they had this, they would do it 100%.",,
Donald Trump,So there’s been 29 times when this has happened.,,
Donald Trump,All 29 times a president has done exactly what I’ve done.,,
Savannah Guthrie,"To the voter’s point, I’ll just say that in 2016, you were on another show, actually another morning show, and you were asked whether President Obama should nominate a Supreme Court Justice Merrick Garland.",,
Savannah Guthrie,"And you said, “I think the Senate should wait until the next president, and let the president pick.” Now that was eight months before the election.",,
Savannah Guthrie,This is three weeks before the election.,,
Donald Trump,"So I have a lot of respect, by the way, for-",,
Savannah Guthrie,So you have changed your position on this?,,
Donald Trump,I have a lot of respect for Judge Garland.,,
Donald Trump,I want to tell you that.,,
Donald Trump,"But I’ll tell you, the whole ball game changed when I saw the way they treated Justice Kavanaugh.",,
Donald Trump,"I have never seen any human being, and I’m not just talking about Supreme Court… I have never seen a human being treated so badly with false accusations and everything else.",,
Donald Trump,I have never seen anything like it.,,
Donald Trump,"And you know what the truth is, Savannah?",,
Donald Trump,"Like it or not, the ball game changed a lot.",,
Donald Trump,"There has never been anybody treated so badly as, now Justice Kavanaugh.",,
Savannah Guthrie,You’ve mentioned that you would like to see Amy Coney Barrett confirmed to the Supreme Court in case any challenges come up in connection with the election.,,
Savannah Guthrie,Do you expect her to rule for you?,,
Donald Trump,"Well, I think she’ll have to make that decision.",,
Donald Trump,I don’t think she has any conflict at all.,,
Donald Trump,A Supreme Court judge does not have… They can make their own decision.,,
Donald Trump,They actually have additional power to make that decision.,,
Donald Trump,It would be totally up to her.,,
Donald Trump,"I would think that she would be able to rule either for me or against me, being I don’t see any conflict whatsoever.",,
Donald Trump,We have an election coming up.,,
Donald Trump,I think it’s the most important election in the history of our country.,,
Donald Trump,"If for any chance, and it probably won’t… And I hope it doesn’t ever get to the Supreme Court.",,
Donald Trump,"But if it did, I would think that she would rule one way or the other.",,
Donald Trump,I would think so.,,
Savannah Guthrie,But for you?,,
Savannah Guthrie,You think she would rule for you?,,
Donald Trump,I have no idea.,,
Savannah Guthrie,"Of course she’ll rule one way or the other, but-",,
Donald Trump,"Because believe it or not, I never asked her about it.",,
Donald Trump,I never talked about it.,,
Donald Trump,I didn’t talk about any of the obvious things that you could talk about.,,
Donald Trump,And I think a lot of people in my position might.,,
Donald Trump,"But in speaking to a lot of very brilliant people and people that do this for a living, they say it’s better not to talk.",,
Donald Trump,So I talked to her about life.,,
Donald Trump,"I talked to her about the fact, “Would you like to do this?",,
Donald Trump,Are you willing to do this?” Because it’s a tremendous burden.,,
Donald Trump,"The answer was, “Yes.” She’s unbelievably well-qualified, but I never spoke to her about these various questions.",,
Savannah Guthrie,Let’s get our next voter.,,
Savannah Guthrie,"She’s leaning to you, Mr. President.",,
Savannah Guthrie,She voted for you in 2016.,,
Savannah Guthrie,She is a registered Republican.,,
Savannah Guthrie,Her name is Moriah Greene.,,
Savannah Guthrie,"Mariah, what’s your question?",,
Donald Trump,Thank you very much.,,
Audience Member 17,Thank you.,,
Audience Member 17,"Good evening, Mr. President.",,
Audience Member 17,"I’m honored to be with you here tonight, sir.",,
Audience Member 17,So thank you.,,
Audience Member 17,I’m a pro-life millennial.,,
Audience Member 17,"And my question for you today is, if Roe v. Wade is ultimately overturned in the future, what protections would be put in place or kept for where the mother’s life is in jeopardy in relation to high risk pregnancies?",,
Donald Trump,"Well, again, I’m not ruling on this.",,
Donald Trump,"And Roe v. Wade is something that a lot of people would say, obviously, you’re going to speak to somebody.",,
Donald Trump,"Also two other great Justices, Justice Gorsuch, and Justice Kavanaugh… I never spoke to them about Roe v. Wade.",,
Donald Trump,I never spoke to them about election laws.,,
Donald Trump,I never spoke to them about anything.,,
Donald Trump,And I’ve done the right thing from a moral standpoint.,,
Donald Trump,"I don’t even know from a legal standpoint, but it was the right thing.",,
Donald Trump,"I think, depending on what happens with Roe v. Wade, I think that perhaps it could get sent down to the states, and the states would decide.",,
Donald Trump,I also think perhaps nothing will happen.,,
Donald Trump,I have not talked to her about it.,,
Donald Trump,I think it would be inappropriate to talk to her about it.,,
Donald Trump,"And some people would say, “You can talk to about it.” I just think it would be inappropriate.",,
Savannah Guthrie,But what is your preference?,,
Savannah Guthrie,"Because agreed, that’s not something you should talk to the judge about.",,
Savannah Guthrie,But would you like to see Roe versus Wade overturned?,,
Donald Trump,"I would like to see a brilliant jurist, a brilliant person who has done this in great depth and has actually skirted this issue for a long time, make a decision.",,
Donald Trump,And that’s why I chose her.,,
