speaker,minute,text
Mike Pence,02:54,"And as USA TODAY said, it’s essentially the same plan as you co-sponsored with AOC when she submitted it in the Senate. And you just heard the Senator say that she’s going to resubmit America to the Paris climate accord. Look, the American people have always cherished our environment and will continue to cherish it. We’ve made great progress reducing CO2 emissions through American innovation and the development of natural gas through fracking. We don’t need a massive $2 trillion Green New Deal that would impose all new mandates on American businesses and American families."
Susan Page,03:30,Thank you.
Mike Pence,03:30,Joe Biden wants us to retrofit-
Susan Page,03:32,Thank you Vice President Pence.
Mike Pence,03:32,Four million business-
Susan Page,03:34,Thank you Vice President Pence.
Mike Pence,03:35,Buildings. It makes no sense. It will cost jobs. President Trump-
Susan Page,03:39,Thank you Vice President Pence.
Mike Pence,03:40,He’s going to put America first. He’s going to put jobs first and we’re going to take care of our environment and follow the science.
Susan Page,03:45,Thank you Vice President-
Kamala Harris ,03:46,"Well, on the issue of jobs."
Susan Page,03:47,Senator Harris.
Kamala Harris ,03:47,"Let’s talk about that. The vice-president earlier referred to it as part of what he thinks is an accomplishment. The president’s trade war with China. You lost that trade war. You lost it. What ended up happening is because of a so-called trade war with China, America lost 300,000 manufacturing jobs. Farmers have experienced bankruptcy because of it. We are in a manufacturing recession because of it. And when we look at where this administration has been, there are estimates that by the end of the term of this administration, they will have lost more jobs than almost any other presidential administration and the American people know what I’m talking about."
Kamala Harris ,04:39,"I think about 20 year olds, we have a 20 something year old who are coming out of high school and college right now. And you’re wondering, is there going to be a job there for me? We’re looking at people who are trying to figure out how they’re going to pay rent by the end of the month, almost half of American renters are worried about whether they’re going to be able to pay rent by the end of the month. This is where the economy is in America right now. And it is because of the catastrophe and the failure of leadership of this administration."
Susan Page,05:14,"Thank you Senator Harris. Vice President Pence, let me give you just 15 seconds to respond because then I want to move on."
Mike Pence,05:18,"Well, I’d love to respond. Look, lost the trade war with China? Joe Biden never fought it. Joe Biden has been a cheerleader for communist China over the last several decades. And again, Senator Harris, you’re entitled to your opinion. You’re not entitled to your own facts. When Joe Biden was vice-president, we lost 200,000 manufacturing jobs. And president Obama said they were never coming back. He said, we needed a magic wand to bring them back. In our first three years after we cut taxes-"
Susan Page,05:48,Thank you Vice President Pence.
Mike Pence,05:50,"Roll back regulation, unleashed American energy. This administration saw 500,000 manufacturing-"
Susan Page,05:54,Thank you Vice President Pence.
Mike Pence,05:54,"Jobs created, and that’s exactly the kind of growth we’re going to continue to see as we bring our nation through-"
Susan Page,06:00,Thank you Vice President Pence.
Mike Pence,06:00,This pandemic.
Kamala Harris ,06:00,Listen-
Mike Pence,06:02,A Green New Deal-
Susan Page,06:02,Thank you Vice President Pence.
Mike Pence,06:02,"You’re passing new mandates, your Paris Climate Accord. It’s going to kill jobs this time, just like it killed jobs-"
Kamala Harris ,06:08,I just need to respond very quickly.
Mike Pence,06:10,15 seconds.
Kamala Harris ,06:11,Thank you-
Mike Pence,06:11,And then we move on.
Kamala Harris ,06:11,Thank you. Joe Biden is responsible for saving America’s auto industry and you voted against it. So let’s set the record straight. Thank you.
Susan Page,06:23,"I’d like to talk about China. We have as our next topic, we have no more complicated or consequential foreign relationship than the one with China. It is a huge market for American agricultural goods. It’s a potential partner in dealing with climate change in North Korea and in a video tonight, President Trump again, blamed it for the Coronavirus saying China will pay. Vice President Pence, how would you describe our fundamental relationship with China? Competitors? Adversaries? Enemies? You have two minutes."
Mike Pence,06:57,"Thank you, Susan. Well, before I leave that, let me speak to voting records if I can. Everybody knows that NAFTA costs literally thousands of American factories to close. We saw automotive jobs go South of the border. President Trump fought to renegotiate NAFTA. In the United States, Mexico and Canada the agreement is now the law of the land. American people deserve to know Senator Kamala Harris was one of only 10 members of the Senate to vote against the USMCA. It was a huge win for American auto workers. It was a huge win for American farmers, especially dairy in the upper Midwest. But Senator you said it didn’t go far enough on climate change, you put your radical environmental agenda ahead of American auto workers and a head of American jobs. I think the American people deserve to know that it’s probably why Newsweek magazine said that Kamala Harris was the most liberal member of the United States Senate in 2019, more liberal than Bernie Sanders, more liberal than any of the others in the United States Senate."
Mike Pence,08:06,"So now with regard to China, Susan first and foremost, China is to blame for the coronavirus and President Trump is not happy about it. He’s made that very clear, made it clear again today that China and the world health organization did not play straight with the American people. They did not let our personnel into China to get information on the Coronavirus until the middle of February. Fortunately, President Trump in dealing with China from the outset of this administration, standing up to China that had been taking advantage of America for decades in the wake of Joe Biden’s cheerleading for China. President Trump made that decision before the end of January to suspend all travel from China. And again, the American people deserve to know Joe Biden opposed President Trump’s decision to suspend all travel from China. He said it was hysterical. He said it was-"
Susan Page,09:00,Thank you Vice President Pence.
Mike Pence,09:02,The President Trump has stood up-
Susan Page,09:03,"Vice President Pence, your time is up."
Mike Pence,09:04,To China. We’re going to continue to stand strong.
Susan Page,09:06,Thank you Vice President Pence.
Mike Pence,09:07,"We want to improve the relationship, but we’re going to level the playing field and we’re going to hold China accountable-"
Susan Page,09:12,Vice President Pence.
Mike Pence,09:12,for what they did to America with the coronavirus.
Susan Page,09:13,"Thank you. Senator Harris, let me ask you the same question that I asked the vice-president. How would you describe our fundamental relationship with China? Are we competitors? Adversaries? Enemies? You’ll have two minutes uninterrupted."
Kamala Harris ,09:29,"Susan, the Trump administration’s perspective and approach to China has resulted in the loss of American lives, American jobs, and America’s standing. There is a weird obsession that President Trump has had with getting rid of whatever accomplishment was achieved by President Obama and Vice President Biden. For example, they created within the White House and office that basically was responsible for monitoring pandemics. They got rid of it."
Mike Pence,10:09,Not true.
Kamala Harris ,10:10,"There was a team of disease experts that President Obama and Vice President Biden dispatched to China to monitor what is now predictable and what might happen. They pulled them out. We now are looking at 210,000 Americans who have lost their lives. Let’s look at the job situation. We mentioned before, the trade deal, the trade war, they wanted to call it with China. It resulted in the loss of over 300 manufacturing jobs and a manufacturing recession and the American consumer paid thousands of dollars, more for goods because of that failed war that they called it. Then let’s talk about standing. Pew, a reputable research firm has done an analysis that shows that leaders of all of our formerly allied countries have now decided that they hold in greater esteem and respect Xi Jinping the head of the Chinese communist party than they do Donald Trump. The President of the United States, the commander in chief of the United States. This is where we are today because of a failure of leadership by this administration."
Susan Page,11:33,"Senator Harris, we’ve seen changes in the role of the United States in terms of global leadership over the past four years. And of course times do change. What’s your definition? We’ve seen strains with China, of course, as the vice president mentioned, we’ve seen strange with our traditional allies in NATO and elsewhere. What is your definition of the role of American leadership in 2020?"
Kamala Harris ,11:59,"So I love talking with Joe about a lot of these issues and Joe, I think he said it quite well. He says, “Foreign policy, it might sound complicated, but really it’s relationships.” Just think about it as relationships. So we know this in our personal and professional relationships, you got to keep your word to your friends. Got to be loyal to your friends. People who’ve stood with, you got to stand with them. You got to know who your adversaries are and keep them in check. But what we have seen with Donald Trump is that he has betrayed our friends and embraced dictators around the world."
Kamala Harris ,12:41,"Let’s take for example, Russia. So I serve on the intelligence committee of the United States Senate. America’s Intelligence Community told us Russia interfered in the election of the president of the United States in 2016 and his plan in 2020. Christopher Wray, the director of the FBI said the same, but Donald Trump, the commander in chief of the United States of America prefers to take the word of Vladimir Putin over the word of the American Intelligence Community. You look at our friends at NATO, he has walked away from agreements."
Kamala Harris ,13:18,"You can look at the Iran nuclear deal, which now has put us in a position where we are less safe because they are building up what might end up being a significant nuclear arsenal. We were in that deal guys. We were in the Iran nuclear deal with friends, with allies around the country. And because of Donald Trump’s unilateral approach to foreign policy, coupled with his isolationism, he pulled us out and has made America less safe. So Susan it’s about relationships. And the thing that has always been part of the strength of our nation in addition to our great military has been that we keep our word, but Donald Trump doesn’t understand that because he doesn’t understand what it means to be honest."
Susan Page,14:03,Thank you.
Kamala Harris ,14:03,He doesn’t understand what it means to be honest.
Susan Page,14:03,"Thank you, Senator Harris. Vice President Pence, let me give you a chance to respond."
Mike Pence,14:09,"Thank you. Well, President Trump kept his word when we moved the American embassy to Jerusalem, the capital of the state of Israel. When Joe Biden was vice president, they promised to do that and they never did. We stood strong with our allies, but we’ve been demanding. NATO is now contributing more to our common defense than ever before thanks to President Trump’s leadership. We’ve strengthened our alliances across the Asia Pacific, and we’ve stood strong against those who would do us harm. When President Trump came into office, ISIS had captured an area of the middle East, the size of Pennsylvania, but President Trump unleashed the American military and our armed forces destroy the ISIS caliphate and took down their leader, al-Baghdadi without one American casualty. Al-Baghdadi was responsible for the death of thousands, but notably America’s hearts today are with the family of Kayla Mueller. Her parents, which are here with us tonight in Salt Lake City. Today, two of the ISIS killers responsible for Kayla Mueller’s murder were brought to justice in the United States."
Mike Pence,15:22,"Jihadi John was killed on the battlefield along with the other beetle. The reality is that when Joe Biden was vice president, we had an opportunity to save Kayla Mueller. Breaks my heart to reflect on it, but the military came into the oval office, presented a plan, they said they knew where Kayla was. Baghdadi had held her for 18 months, abused or mercilessly before they killed her, but when Joe Biden was Vice President they hesitated for a month, and when armed forces finally went in, it was clear she’d been moved two days earlier. And her family says with a heart that broke the heart of every American, that if president Donald Trump had been president, they believe Kayla would be alive today."
Susan Page,16:06,"Thank you, Vice President Pence."
Mike Pence,16:06,"So, if we destroy the ISIS caliphate and you talk about re-entering the Iran nuclear deal. I mean the last administration transferred $1.8 billion to the leading state sponsor of terrorism."
Susan Page,16:20,"Thank you, Vice President Pence."
Mike Pence,16:20,President Donald Trump got us out of the deal-
Susan Page,16:22,"Thank you, Vice President Pence."
Mike Pence,16:24,… And when Qassem Soleimani was traveling to Baghdad-
Susan Page,16:26,"Thank you, Vice President Pence."
Mike Pence,16:27,"… To do harm to Americans, President Donald Trump took him out-"
Susan Page,16:31,"Thank you, Vice President Pence."
Mike Pence,16:31,"… And America is safer, our allies are safer and the American people know president Donald Trump will never take action [crosstalk 00:00:16:40]."
Susan Page,16:40,"Thank you, Vice President Pence. I would like to give Senator Harris a chance to respond, but not at such great length, because of course there are other topics we want to talk about."
Kamala Harris ,16:45,But I would like equal time.
Susan Page,16:46,Yes.
Kamala Harris ,16:47,Thank you.
Susan Page,16:47,Please go ahead.
Kamala Harris ,16:49,"First of all, to the Mueller family, I know about your daughter’s case, and I’m so sorry. I’m so sorry. What happened to her is awful and it should have never happened, and I know Joe feels the same way, and I know that president Obama feels the same way, but you mentioned Soleimani. Let’s start there. So, after the strike on Soleimani, there was a counter strike on our troops in Iraq, and they suffered serious brain injuries, and do you know what Donald Trump dismissed them as? Headaches. And this is about a pattern of Donald Trump’s where he has referred to our men who are serving in our military as suckers and losers. Donald Trump, who went to Arlington cemetery and stood above the graves of our fallen heroes and said, “What’s in it for them?” Because of course, he only thinks about what’s in it for him. Let’s take what he said about John McCain, a great American hero, and Donald Trump says, “He doesn’t deserve to be called a hero because it was a prisoner of war.”"
Kamala Harris ,18:18,"Take, and this is very important when you want to talk about who is the current commander in chief and what they care about and what they don’t care about. Public reporting that Russia had bounties on the heads of American soldiers. And you know what a bounty is? It’s somebody puts a price on your head and they will pay it if you are killed, and Donald Trump had talked at least six times to Vladimir Putin and never brought up the subject. Joe Biden would never do that."
Susan Page,18:51,Thank you-
Kamala Harris ,18:53,But Joe Biden would hold Russia to account for any threat to our nation security or to our troops who are sacrificing their lives for the sake of our democracy and our safety.
Susan Page,19:07,"Thank you, Senator Harris. This is such an important issue, but we have other important issues as well. And I want to make sure we have a chance to talk about-"
Mike Pence,19:13,I really have to respond to that. She has-
Susan Page,19:16,"15 seconds, because we’re trying to keep-"
Mike Pence,19:19,"Well, I’ve got to have more then that. Look-"
Susan Page,19:19,"I’m sorry, Vice President, but you’ve had more time than she said so far-"
Mike Pence,19:23,Slanders against President Donald Trump regarding men and women of our armed forces are absurd.
Susan Page,19:31,"I’m sorry, Vice President Pence-"
Mike Pence,19:31,"My son is in captain in the United States Marine Corps. My son-in-law’s deployed in the United States Navy. I can assure all of you with sons and daughters serving in our military, President Donald Trump, not only respects, but reveres all of those who serve in our armed forces and any suggestion, otherwise is ridiculous. Let me also say the American people deserve to know-"
Susan Page,19:54,"Vice President Pence, I didn’t not create the rules for tonight-"
Mike Pence,19:59,… Joe Biden [crosstalk 00:20:00].
Susan Page,20:00,"… You’re campaigns agreed to the rules for tonight’s debate with the commission on president’s race. I’m here to enforce them, which involves moving from one topic to another giving roughly equal time to both of you, which is what I’m trying very hard to do."
Mike Pence,20:13,Go right ahead.
Susan Page,20:14,"So, I want to go ahead and move to the next topic, which is an important one as the last topic was, and that is the Supreme Court. On Monday, the Senate Judiciary Committee is scheduled to open hearings on Amy Coney Barrett’s nomination to the Supreme court. Senator Harris, you’ll be there as a member of the committee."
Kamala Harris ,20:32,Yes.
Susan Page,20:32,"Her confirmation would submit the court’s conservative majority and make it likely open to more abortion restrictions, even to overturning the landmark Roe V Wade ruling. Access to abortion would then be up to the States. Vice President Pence, you’re the former governor of Indiana. If Roe V Wade is overturned, what would you want Indiana to do? Would you want your home state to ban all abortions? You have two minutes uninterrupted."
Mike Pence,21:00,"Well, thank you for the question, but I’ll use a little bit of my time to respond to that very important issue before. The American people deserve to know Qassem Soleimani, the Iranian general was responsible for the death of hundreds of American service members. When the opportunity came, we saw him headed to Baghdad to kill more Americans. President Trump didn’t hesitate and Qassem Soleimani is gone, but you deserve to know the Joe Biden and Kamala Harris actually criticized the decision to take out Qassem Soleimani. it’s really inexplicably, but with regard to Joe Biden, it’s explainable because history records a Joe Biden actually opposed the raid against a Osama bin Ladin. It’s absolutely essential that we have a commander in chief who will not hesitate to act to protect American lives and to protect American service members, and that’s what you have in President Donald Trump."
Mike Pence,21:56,Now with regard to the Supreme court-
Mike Pence,22:09,[Silence].
Mike Pence,22:10,"… become Justice Amy Coney Barrett, and she’s a brilliant woman and she will bring a lifetime of experience and a sizeable American family to the Supreme court of the United States, and our hope is in the hearing next week, unlike Justice Cavenaugh received with treatment from you and others, that we hope she gets a fair hearing. And we particularly hope that we don’t see the kind of attacks on her Christian faith that we saw before. I mean, the Democrat chairman of the Judiciary Committee before, when Judge Barrett was being confirmed for the court of appeals, expressed concern that the dogma of her faith lived loudly and her, and Dick Durbin of Illinois said that it was a concern. Senator, I know one of our judicial nominees you actually attacked, because they were a member of the Catholic Knights of Columbus. Just because the Knights of Columbus holds pro-life views-"
Susan Page,23:06,"Thank you, Vice President. Your time is up."
Mike Pence,23:07,"… And [crosstalk 00:23:06]. So, my hope is that when the hearing takes place that-"
Susan Page,23:09,"Thank you, Vice President Pence."
Mike Pence,23:09,… That Judge Amy Coney Barrett will be respectfully voted and confirmed into the Supreme court of the United States.
Susan Page,23:17,"Thank you, Vice President Pence. Thank you. Senator Harris, you’re the Senator from and former Attorney General of California. So, let me ask you a parallel question to the one I posed to the Vice President. If Roe V Wade is overturned, what would you want California to do? Would you want your home state to enact no restrictions on access to abortion? And you have two minutes uninterrupted."
Kamala Harris ,23:37,"Thank you, Susan. First of all, Joe Biden and I are both people of faith, and it’s insulting to suggest that we would knock anyone for their faith, and in fact, Joe, if elected, will be only the second practicing Catholic as President of the United States. On the issue of this nomination, Joe and I are very clear, as are the majority of the American people, we are 27 days before the decision about who will be the next President of the United States, and before, when this conversation has come up, it’s been about election year or election time. We’re literally in an election. Over 4 million people have voted. People are in the process of voting right now. And so, Joe has been very clear, as the American people are, let the American people fill that seat in the White House. And then we’ll fill that seat on the United States Supreme court, and to your point, Susan, the issues before us, couldn’t be more serious. There’s the issue of choice and I will always fight for a woman’s right to make a decision about her own body."
Kamala Harris ,24:48,"It should be her decision and not that Donald Trump, and the Vice President, Michael Pence, but let’s also look at what else is before the court. It’s the Affordable Care Act like literally in the midst of a public health pandemic when over 210,000 people have died and 7 million people probably have what will be in the future considered a preexisting condition because you contracted the virus. Donald Trump is in court right now trying to get rid of the Affordable Care Act, and I said it before, and it bears repeating. This means that there will be no more protections if they win for people with pre-existing conditions. This means that over 20 million people will lose your coverage. It means that if you’re under the age of 26, you can’t stay on your parents’ coverage anymore, and here’s the thing. The contrast couldn’t be more clear. They’re trying to get rid of the Affordable Care Act."
Susan Page,25:47,"Thank you, Senator-"
Kamala Harris ,25:47,Joe Biden is saying let’s expand coverage. Let’s give you a choice of a public option or private coverage. Let’s bring down premiums-
Susan Page,25:55,Thank you Senator Harris.
Kamala Harris ,25:55,… Let’s lower Medicare eligibility to 60.
Susan Page,25:57,"Thank you, Senator Harris."
Kamala Harris ,25:58,That’s true leadership.
Susan Page,26:00,"You’ve mentioned earlier, Vice President Pence, that the president was committed to maintaining protections for people with pre-existing conditions, but you do have this court case that you are supporting, your administration supporting that would strike down the Affordable Care Act. The president says, President Trump says that he’s going to protect people with preexisting conditions, but he has not explained how he would do that, and that was one of the toughest nuts to crack when they were passing the Affordable Care Act. So, tell us specifically, how would your administration protect Americans with preexisting conditions to have access to affordable insurance if the Affordable Care Act is struck down?"
Mike Pence,26:41,"Well, thank you, Susan, but let me just say, addressing your very first question. I couldn’t be more proud to serve as vice president to a president who stands without apology for the sanctity of human life. I’m pro-life. I don’t apologize for it, and this is another one of those cases where there’s such a dramatic contrast. Joe Biden and Kamala Harris support taxpayer funding of abortion all the way up to the moment of birth. Late term abortion. They want to increase funding to Planned Parenthood of America. For our part, I would never presume how Judge Amy Coney Barrett would rule on the Supreme Court of the United States, but we’ll continue to stand strong for the right to life. When you speak about the Supreme Court, though, I think the American people really deserve an answer, Senator Harris. Are you and Joe Biden going to pack the court if Judge Amy Coney Barrett is confirmed? I mean, there’ve been 29 vacancies on the Supreme Court during presidential election years from George Washington to Barack Obama."
Mike Pence,27:42,"Presidents have nominated in all 29 cases, but your party is actually openly advocating, adding seats to the Supreme court, which has had nine seats for 150 years if you don’t get your way. This is a classic case of if you can’t win by the rules, you’re going to change the rules. Now you’ve refused to answer the question. Joe Biden has refused to answer the question-"
Mike Pence,28:03,"No, you’ve refused to answer the question. Joe Biden has refused to answer the question. So I think the American people would really like to know if Judge Amy Coney Barrett is confirmed at the Supreme Court of the United States. Are you and Joe Biden, if somehow you win this election, going to pack the Supreme Court to get your way?"
Kamala Harris ,28:18,I’m so glad we went through a little history lesson. Let’s do that a little more. In 1864-
Mike Pence,28:25,"No, I’d like you to answer the question."
Susan Page,28:25,"Yes, she’s-"
Kamala Harris ,28:26,"Mr. Vice President, I’m speaking, I’m speaking. Okay. In 1864, one of the, I think political heroes, certainly the President, I assume you also, Mr. Vice President, is Abraham Lincoln. Abraham Lincoln was up for reelection and it was 27 days before the election. And a seat became open on the United States Supreme Court. Abraham Lincoln’s party was in charge, not only of the White House, but the Senate. But Honest Aid said, “It’s not the right thing to do. The American people deserve to make the decision about who will be the next president of the United States. And then that person can select who will serve for a lifetime on the highest court of our land.” And so Joe and I are very clear: the American people are voting right now and it should be their decision about who will serve on this most important body for a lifetime."
Susan Page,29:29,Thank you. Senator Harris-
Mike Pence,29:30,"People, Susan, are voting right now. They’d like to know if you and Joe Biden are going to pack the Supreme Court if you don’t get your way in this nomination."
Kamala Harris ,29:39,Let’s talk about packing-
Mike Pence,29:40,"You, once again, gave a non-answer. Joe Biden gave a non-answer."
Kamala Harris ,29:44,I’m trying to answer you now.
Mike Pence,29:45,"You know the people deserve a straight answer, and if you haven’t figured it out yet, the straight answer is they are going to pack the Supreme Court if they somehow win this election. Men and women, I got to tell you people across this country, if you cherish our Supreme Court, if you cherish the separation of powers, you need to reject the Biden Harris ticket come November the third, reelect President Donald Trump, and we’ll stand by that separation powers in a nine seats Supreme Court."
Kamala Harris ,30:09,Yeah. Let’s talk about packing the court then. Let’s talk about the fact.
Mike Pence,30:12,Please.
Kamala Harris ,30:13,"Yeah, I’m about to. So the Trump Pence administration has been, because I sit on the Senate judiciary committee, Susan as you mentioned, and I’ve witnessed the appointments for lifetime appointments to the federal courts, district courts, courts of appeal, people who are purely ideological, people who have been reviewed by legal professional organizations and found who have been not competent are substandard. And do you know that of the 50 people who President Trump appointed to the court of appeals for lifetime appointments, not one is black? This is what they’ve been doing. You want to talk about packing a court? Let’s have that discussion."
Susan Page,30:59,"All right. Thank you. Thank you, Senator. Let’s go on and talk about the issue of racial justice."
Mike Pence,31:04,"I just want the record to reflect she never answered the question. Maybe in the next debate Joe Biden will answer the question, but I think the American people know the answer."
Susan Page,31:12,"Thank you, Vice President. In March, Breonna Taylor, a 26 year old emergency room technician in Louisville was shot and killed after police officers executing a search warrant in an aquatics investigation, broke into her apartment. The police said they identified themselves. Taylor’s boyfriend said he didn’t hear them do that. He used a gun registered to him to fire a shot, which wounded an officer. The officers then fired more than 20 rounds into the apartment. They say they were acting in self-defense. None of them have been indicted in connection with her death. Senator Harris, in the case of Breonna Taylor was justice done? You have two minutes."
Kamala Harris ,31:53,"I don’t believe so. And I’ve talked with Breonna’s mother, Tamika Palmer and her family and her family deserves justice. She was a beautiful young woman. She had as her life goal to become a nurse and she wanted to become an EMT to first learn what’s going on out on the street so she could then become a nurse and save lives. And her life was taken justifiably and tragically and violently. And it brings me to the eight minutes and 46 seconds that America witnessed during which an American man was tortured and killed under the knee of an armed uniformed police officer. And people around our country of every race, of every age, of every gender, perfect strangers to each other, marched shoulder to shoulder, arm in arm, fighting for us to finally achieve that ideal of equal justice under law. And I was a part of those peaceful protests."
Kamala Harris ,33:08,"And I believe strongly that first of all, we are never going to condone violence, but we always must fight for the values that we hold dear, including the fight to achieve our ideals. And that’s why Joe Biden and I have said on this subject, look, and I’m a former career prosecutor. I know what I’m talking about. Bad cops are bad for good cops. We need reform of our policing in America and our criminal justice system, which is why Joe and I will immediately ban choke holes and carotid holes. George Floyd would be alive today if we did that. We will require a national registry for police officers who break the law. We will, on the issue of criminal justice reform, get rid of private prisons and cash bail and we will decriminalize marijuana."
Susan Page,33:59,"Thank you. Thank you, Senator Harris."
Kamala Harris ,33:59,And we will expunge the records of those who have been convicted of marijuana. This is a time for leadership-
Susan Page,34:05,"Thank you, Senator Harris."
Kamala Harris ,34:05,"on a tragic, tragic issue-"
Susan Page,34:08,"Senator Harris, your time is up."
Kamala Harris ,34:08,Of honor on Black people in America who [crosstalk 00:34:11].
Susan Page,34:10,"Thank you, Senator Harris. Vice President Pence, let me pose the same question to you. In the case of Breonna Taylor, was justice done? You have two minutes uninterrupted."
Mike Pence,34:23,"Well, our heart breaks for the loss of any innocent American life and the family of Breonna Taylor has our sympathies. But I trust our justice system, a grand jury that refuse the evidence. And it really is remarkable that as a former prosecutor, you would assume that an impaneled grand jury looking at all the evidence, got it wrong. But you’re entitled to your opinion, Senator. I think, and with regard to George Floyd, there’s no excuse for what happened to George Floyd. Justice will be served, but there’s also no excuse for the rioting and looting that followed. I mean, it really is astonishing. Flora Westbrook is with us here tonight in Salt Lake city. Just a few weeks ago, I stood at what used to be her salon, it was burned to the ground by rioters and looters. And Flora is still trying to put her life back together."
Mike Pence,35:27,"And I must tell you, this presumption that you hear consistently from Joe Biden and Kamala Harris, that America is systemically racist, and that as Joe Biden said that he believes that law enforcement has an implicit bias against minorities is a great insult to the men and women who serve in law enforcement. And I want everyone to know who puts on the uniform of law enforcement every day, President Trump and I stand with you. And it is remarkable that when Senator Tim Scott tried to pass a police reform bill, brought together a group of Republicans and Democrats, Senator Harris, you got up and walked out of the room and then you filibustered Senator Tim Scott’s bill on the Senate floor that would have provided new accountability, new repeat resources. We don’t have to choose between supporting law enforcement, proving public safety and supporting our African-American neighbors and all of our minorities. Under President Trump’s leadership-"
Susan Page,36:33,"Thank you, Vice President."
Mike Pence,36:33,We’ll always stand with law enforcement and we’ll do what we’ve done-
Susan Page,36:36,"Vice President Pence, thank you. Your time is up."
Mike Pence,36:38,"From day one, it is improve the lives of African-Americans, record unemployment, record investments in education."
Susan Page,36:43,"Thank you, Vice President Pence. Vice President Pence, your time is up."
Mike Pence,36:44,We’ll fight for school choice for all of [crosstalk 00:36:46].
Kamala Harris ,36:46,I’d like to respond.
Susan Page,36:48,Senator Harris.
Kamala Harris ,36:49,"I will not sit here and be lectured by the Vice President on what it means to enforce the laws of our country. The only one on this stage, who has personally prosecuted everything from child sexual assault to homicide. I’m the only one on this stage who has prosecuted the big banks for taking advantage of America’s homeowners. I am the only one on this stage who prosecuted for-profit colleges for taking advantage of our veterans."
Kamala Harris ,37:16,And the reality of this is that we are talking about an election in 27 days where last week the President of the United States took a debate stage in front of 70 million Americans and refused to condemn white supremacists.
Mike Pence,37:31,Not. Not true.
Kamala Harris ,37:32,"And it wasn’t like he didn’t have a chance. He didn’t do it. And then he doubled down. And then he said, “when pressed, stand back, stand by.” And this is a part of a pattern of Donald Trump’s. He called Mexicans rapists and criminals. He instituted as his first act, a Muslim ban. He on the issue of Charlottesville, where people were peacefully protesting the need for racial justice, where a young woman was killed. And on the other side, there were neo-Nazis carrying Tiki torches, shouting racial epithets, anti-Semitic slurs. And Donald Trump when asked about it said, “There were fine people on both sides.” This is who we have as the President of the United States and America, you deserve better. Joe Biden will be a president who brings our country together-"
Susan Page,38:38,Senator Harris.
Kamala Harris ,38:39,And recognizes the beauty in our diversity and the fact that we all have so much more in common than what separates us.
Susan Page,38:46,Vice President let me give you a minute to respond.
Mike Pence,38:49,"Thank you, Susan. I appreciate that very much. I think this is one of the things that makes people dislike the media so much in this country, Susan, is that you selectively edit just like Senator Harris did, comments that President Trump and I and others on our side made. I mean, Senator Harris conveniently admitted after the President made comments about people on either side of the debate over monuments, he condemned the KKK, neo-Nazis and white supremacists and has done so repeatedly. You’re concerned that he doesn’t condemn neo-Nazis. President Trump has Jewish grandchildren. His daughter and son-in-law are Jewish. This is a President who respects and cherishes all of the American people."
Mike Pence,39:37,"But you talk about having personally prosecuted. I’m glad you brought up your record, Senator."
Susan Page,39:40,Thank you.
Mike Pence,39:42,"I really need to make this point. When you were DA in San Francisco, when you left office, African-Americans were 19 times more likely to be prosecuted for minor drug offenses than whites and Hispanics. When you were Attorney General of California, you increased the disproportionate incarceration of blacks in California."
Susan Page,40:04,Thank you.
Mike Pence,40:04,"You did nothing on criminal justice reform in California. You didn’t lift a finger to pass the first step back on Capitol Hill. I mean, the reality is your record speaks for itself."
Susan Page,40:15,Thank you Vice President.
Mike Pence,40:15,President Trump and I have fought for criminal justice before-
Susan Page,40:18,Thank you Vice President.
Mike Pence,40:19,We fought for educational choice and opportunities for African-Americans and all of our members.
Susan Page,40:23,"Thank you, sir."
Mike Pence,40:24,And we’ll do it for four more years.
Susan Page,40:25,Thank you. There is no more important issue than the final issue that we’re going to talk about tonight and that is the issue of the election itself.
Kamala Harris ,40:33,But he attacked my record. I would like an opportunity to respond to.
Susan Page,40:35,Let me give you 30 seconds because we’re running out of time.
Kamala Harris ,40:39,"I appreciate that. First of all, having served as the Attorney General of the state of California, the work that I did is a model of what our nation needs to do, and we will be able to do under a Joe Biden presidency. Our agenda includes what this administration has failed to do. It will be about not only instituting a ban on choke holes and carotid holes-"
Susan Page,41:06,Thank you. Thank you Senator Harris.
Kamala Harris ,41:07,I would like to go through-
Susan Page,41:09,These are points that you made earlier in the hour. And I want to talk about the election itself before we have to [crosstalk 00:41:13].
Kamala Harris ,41:13,"But I want to talk about the connection between what Joe and I will do in my record, which includes I was the first statewide officer to institute a requirement that my agents would wear body cameras and keep them on full-time. We were the first to initiate a requirement that there would be a training for law enforcement on implicit bias because yes, Joe Biden and I recognize that implicit bias does exist, Mr. Vice President, contrary to what you may believe. We did the work of instituting reforms that were about investing in re-entry. This is the work that we have done and the work we will do going forward. And again, I will not be lectured by the Vice President on our record of what we have done in terms of law enforcement and keeping our community safe and a commitment to reforming the criminal justice system of America."
Susan Page,42:03,"Thank you, Senator-"
Kamala Harris ,42:03,And a commitment to reforming the criminal justice system of America.
Susan Page,42:03,"Thank you, Senator Harris. And I’d like you to respond first to the question on our final topic, the election itself. President Trump has several times refused to commit himself to a peaceful transfer of power after the election. If your ticket wins and president Trump refuses to accept a peaceful transfer of power, what steps would you and vice president Biden then take? What would happen next? You have two minutes."
