speaker,minute,text
Vice President Joe Biden,06:33,Just like your rally.
President Donald J. Trump,06:33,"… when needed. When needed, I wear masks."
Chris Wallace,06:35,Okay. Let me ask-
President Donald J. Trump,06:36,"I don’t wear a mask like him. Every time you see him, he’s got a mask. He could be speaking 200 feet away from him and he shows up with the biggest mask I’ve ever seen. I will say this-"
Chris Wallace,06:45,"Vice President Biden, go ahead, sir."
Vice President Joe Biden,06:48,"Look, the way to open businesses is give them the wherewithal to be able open. We provided money, the-"
Chris Wallace,06:55,"But I was asking you, sir, about masks."
Vice President Joe Biden,06:56,"Well, masks make a big difference. His own head of the CDC said if we just wore masks between now, if everybody wore a mask and social distanced between now and January, we’d probably save up to 100,000 lives. It matters. It matters."
President Donald J. Trump,07:10,And they’ve also said the opposite. They’ve also said-
Vice President Joe Biden,07:12,No serious person has said the opposite. No serious person.
Chris Wallace,07:14,Okay. I want to ask you-
President Donald J. Trump,07:17,Dr. Fauci. Dr. Fauci said the opposite.
Vice President Joe Biden,07:18,He did not say the opposite.
Chris Wallace,07:19,"I want to ask you, we’ve got a little than a minute left in this segment."
President Donald J. Trump,07:22,"He said very strongly, “Masks are not good.” Then he changed his mind. He said, “Masks are good.”"
Chris Wallace,07:25,I want to ask-
President Donald J. Trump,07:25,I’m okay with masks. I’m not fighting masks.
Chris Wallace,07:27,"I want to ask you both about one last subject because your different approaches has even affected the way that you have campaigned. President Trump, you’re holding large rallies with crowds packed together, thousands of people."
President Donald J. Trump,07:38,Outside.
Chris Wallace,07:39,"Outside. Yes, sir. Agreed. Vice President Biden, you are holding much smaller events with-"
President Donald J. Trump,07:46,Because nobody will show up.
Chris Wallace,07:47,… people with masks.
President Donald J. Trump,07:47,"Well, it’s true. Nobody shows up to his rallies."
Chris Wallace,07:50,"All right. In any case, why you holding the big rallies? Why you not? You go first, sir."
President Donald J. Trump,07:56,Because people want to hear what I have to say. I mean-
Chris Wallace,07:59,But are not worried about us spreading disease?
President Donald J. Trump,08:01,"… I’m doing my job as a president, and I’ll have 25, 35,000 people show up at airports. We use airports and hangers and we have a lot of people-"
Chris Wallace,08:06,"Are you not worried about the disease issues, sir?"
President Donald J. Trump,08:08,"Well, so far we have had no problem whatsoever. It’s outside. That’s a big difference according to the experts. We do them outside, we have tremendous crowds, as you see, and literally on 24 hours notice. And Joe does the circles and has three people someplace."
Vice President Joe Biden,08:26,"By the way, did you see one of the last big rallies he had? A reporter came up to him to ask him a question, he said, “No, no, no. Stand back, put on your mask, put on a mask. Have you been tested? I’m way far away from those other people.” That’s what he said, “I’m going to be okay.” He’s not worried about you. He’s not worried about the people out there [crosstalk 00:08:48]."
President Donald J. Trump,08:48,We’ve had no negative effect.
Vice President Joe Biden,08:49,No negative effect. Come on.
President Donald J. Trump,08:51,"We’ve had no negative effect, and we’ve had 35, 40,000 people at these rallies."
Chris Wallace,08:55,All right. Do you want to just quickly finish up? Because I want to move on to our next-
Vice President Joe Biden,08:57,"Yes, I would. He’s been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to. He’s a fool on this."
President Donald J. Trump,09:08,"If you could get the crowds, you would have done the same thing. But you can’t. Nobody cares."
Chris Wallace,09:12,"Gentlemen, can we move on to the-"
President Donald J. Trump,09:13,No cares.
Chris Wallace,09:13,"Gentlemen, can we move on to the economy?"
President Donald J. Trump,09:15,Yes.
Chris Wallace,09:15,"The economy is, I think it’s fair to say, recovering faster than expected from the shutdown-"
President Donald J. Trump,09:22,Much faster.
Chris Wallace,09:22,"… in the second quarter. The unemployment rate fell to 8.4% last month. The Federal Reserve says the hit to growth, which is going to be there, is not going to be nearly as big as they had expected. President Trump, you say we are in a V-shaped recovery. Vice President Biden, you say it’s more of a K-shape. What difference does that mean to the American people in terms of the economy? President Trump, in this segment you go first."
President Donald J. Trump,09:52,"So we built the greatest economy in history. We closed it down because of the China plague. When the plague came in, we closed it down, which was very hard psychologically to do. He didn’t think we should close it down and he was wrong. Again, two million people would be dead now instead of… Still, 204,000 people is too much. One person is too much. Should have never happened from China. But what happened is we closed it down and now we’re reopening and we’re doing record business. We had 10.4 million people in a four month period that we’ve put back into the workforce. That’s a record the likes of which nobody’s ever seen before. And he wants to close down the… He will shut it down again. He will destroy this country."
President Donald J. Trump,10:31,"A lot of people, between drugs and alcohol and depression, when you start shutting it down, you take a look at what’s happening at some of your Democrat-run states where they have these tough shutdowns. And I’m telling you it’s because they don’t want to open it. One of them came out last week, you saw that, “Oh, we’re going to open up on November 9th.” Why November 9th? Because it’s after the election. They think they’re hurting us by keeping them closed. They’re hurting people. People know what to do. They can social distance. They can wash their hands, they can wear masks. They can do whatever they want, but they got to open these states up."
President Donald J. Trump,11:04,"When you look at North Carolina, when you look, and these governors are under siege, Pennsylvania, Michigan, and a couple of others, you got to open these states up. It’s not fair. You’re talking about almost it’s like being in prison. And you look at what’s going on with divorce, look at what’s going on with alcoholism and drugs. It’s a very, very sad thing. And he’ll close down the whole country. This guy will close down the whole country and destroy our country. Our country is coming back incredibly well, setting records as it does it. We don’t need somebody to come in and say, “Let’s shut it down.”"
Chris Wallace,11:36,"All right. Your two minutes, sir. We’re now moved to you. As I said, posing the question, the president says it’s a V-shape recovery, you say it’s a K-shaped recovery. What’s the difference?"
Vice President Joe Biden,11:48,"The difference is millionaires and billionaires like him in the middle of the COVID crisis have done very well. Billionaires have made another $300 billion because of his profligate tax proposal, and he only focused on the market. But you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing? This guy paid a total of $750 in taxes."
President Donald J. Trump,12:17,That’s wrong.
Chris Wallace,12:18,"Sir, wait. No. Sir-"
President Donald J. Trump,12:18,[crosstalk 00:12:19].
Chris Wallace,12:20,"Yeah, I understand. You’ve agreed to the two minutes, so please let him have it."
Vice President Joe Biden,12:23,"Do I get my time back? The fact is that he has in fact, worked on this in a way that he’s going to be the first president of the United States to leave office, having fewer jobs in his administration than when he became president. Fewer jobs than when he became president. First one in American history."
Vice President Joe Biden,12:40,"Secondly, the people who have lost their jobs are those people who have been on the front lines. Those people who have been saving our lives, those people who have been out there dying. People who’ve been putting themselves in the way to make sure that we could all try to make it. And the idea that he is insisting that we go forward and open when you have almost half the states in America with a significant increase in COVID deaths and COVID cases in the United States of America, and he wants to open it up more. Why is he want to open it up? Why does he take care of the… You can’t fix the economy until you fix the COVID crisis. And he has no intention of doing anything about making it better for you all at home in terms of your health and your safety."
Vice President Joe Biden,13:25,"Schools. Why aren’t schools open? Because it costs a lot of money to open them safely. They were going to give, his administration going to give the teachers and school students masks, and then they decided no, couldn’t do that because it’s not a national emergency. Not a national emergency. They’ve done nothing to help small businesses. Nothing. They’re closing. One in six is now gone. He ought to get on the job and take care of the needs of the American people so we can open safely."
Chris Wallace,13:54,"All right. Your time is up, sir. We are going to get to-"
President Donald J. Trump,13:56,I have to respond to that.
Chris Wallace,13:57,"Well, you both had two minutes, sir."
President Donald J. Trump,13:59,"Excuse me, he made a statement."
Chris Wallace,14:01,And so did you.
President Donald J. Trump,14:03,"No, people want their schools open. They don’t want to be shut down. They don’t want their state shut down. They want their restaurants. I look at New York. It’s so sad what’s happening in New York. It’s almost like a ghost town, and I’m not sure it can ever recover what they’ve done to New York. People want their places open. They want to get back to their lives."
Vice President Joe Biden,14:19,People want to be safe.
President Donald J. Trump,14:20,"They’ll be careful, but they want their schools open."
Vice President Joe Biden,14:22,People want to be safe.
President Donald J. Trump,14:23,"I’m the one that brought back football. By the way, I brought back Big Ten football. It was me and I’m very happy to do it-"
Chris Wallace,14:30,All right. Let’s-
President Donald J. Trump,14:31,… and people of Ohio are very proud of me. And you know how I found out? When [crosstalk 00:14:35].
Chris Wallace,14:36,"Gentlemen, we’re going to get to your economic plans going forward in a moment, but first, Mr. President, as you well know, there’s a new report that in 2016, the year you were elected president, and 2017, your first year as president, that you paid $750 a year in federal income tax each of those years. I know that you pay a lot of other taxes, but I’m asking you this specific question. Is it true that you paid $750 in federal income taxes each of those two years?"
President Donald J. Trump,15:08,"I paid millions of dollars in taxes, millions of dollars of income tax. And let me just tell you, there was a story in one of the papers that paid-"
Vice President Joe Biden,15:16,Show us your tax returns.
President Donald J. Trump,15:17,"I paid $38 million one year, I paid $27 million one year."
Vice President Joe Biden,15:24,Show us your tax returns.
President Donald J. Trump,15:24,"You’ll see it as soon as it’s finished, you’ll see it. You know, if you wanted to, go to the Board of Elections. There’s 118 page or so report that says everything I have, every bank I have, I’m totally under leveraged because the assets are extremely good, and I built a great company."
Chris Wallace,15:42,"Sir, I’m asking you a specific question, which is-"
President Donald J. Trump,15:43,But let me tell you-
Chris Wallace,15:43,I understand all of that.
Vice President Joe Biden,15:44,Release your tax return.
Chris Wallace,15:45,I understand all of that-
President Donald J. Trump,15:45,Let me-
Chris Wallace,15:47,"No, Mr. President, I’m asking you a question. Will you tell us how much you paid in federal income taxes in 2016 and 2017?"
President Donald J. Trump,15:56,Millions of dollars.
Chris Wallace,15:58,You paid millions of dollars in-
President Donald J. Trump,15:59,"Millions of dollars, yes."
Chris Wallace,15:59,So not 750?
President Donald J. Trump,16:00,Millions of dollars. And you’ll get to see it. And you’ll get to see it.
Vice President Joe Biden,16:03,When?
President Donald J. Trump,16:04,But let me just tell you-
Vice President Joe Biden,16:05,In [crosstalk 00:16:04]?
President Donald J. Trump,16:05,"Chris, let me just say something, that it was the tax laws. I don’t want to pay tax. Before I came here, I was a private developer, I was a private business people. Like every other private person, unless they’re stupid, they go through the laws, and that’s what it is. He passed a tax bill that gave us all these privileges for depreciation and for tax credits. We build the building and we get tax credits, like the hotel on Pennsylvania Avenue. Which by the way, was given to me by the Obama administration, if you can believe that. Now the man got fired right after that happened, but that’s-"
Chris Wallace,16:40,"Vice President Biden, you want to respond?"
Vice President Joe Biden,16:42,"Yeah, I do want to respond. Look, the tax code that put him in a position that he pays less tax than on the money a school teacher makes is because of him… He says he’s smart because he can take advantage of the tax code. And he does take advantage of the tax code. That’s why I’m going to eliminate the Trump tax cuts. And I’m going to eliminate those tax cuts."
President Donald J. Trump,17:06,That’s okay.
Vice President Joe Biden,17:07,And make sure that we invest in the people who in fact need the help. People out there need help.
President Donald J. Trump,17:13,But why didn’t you do it over the last 25 years?
Vice President Joe Biden,17:16,Because you weren’t president-
President Donald J. Trump,17:18,Why didn’t you do it over the last 25 years?
Vice President Joe Biden,17:19,Because you weren’t president and screwing things up.
President Donald J. Trump,17:20,You were a Senator and [crosstalk 00:17:21]-
Vice President Joe Biden,17:21,You’re the worst president America has ever had. Come on.
President Donald J. Trump,17:24,"Hey, Joe, let me just tell you, Joe. In 47 months, I’ve done more than you’ve done in 47 years, Joe. We’ve done things that you never even thought of doing."
Chris Wallace,17:33,Okay. Gentlemen?
President Donald J. Trump,17:33,"Including fixing the broken military that you gave me, including taking care of your debts."
Chris Wallace,17:38,"Mr. President, we’re talking about the economy. I’d like to ask you about your plans going forward because Mr. Vice President, your economic plan-"
President Donald J. Trump,17:46,He has none.
Chris Wallace,17:47,"… if you were to be elected president focuses a lot on big government, big taxes, big spending. I want to focus first on the taxes. You propose more than $4 trillion over a decade in new taxes on individuals making more than $400,000 a year."
Chris Wallace,18:03,"… on individuals making more than $400,000 a year and on corporations. President Trump says that that kind of an increase in taxes is going to hurt the economy as it’s just coming out of a recession."
Vice President Joe Biden,18:13,"Well, just take a look at what is the analysis done by Wall Street firms, points out that my economic plan would create 7 million more jobs than his in four years, number one. And number two, it would create an additional $1 trillion in economic growth, because it would be about buying American. The federal government spends $600 billion a year on everything from ships, to steel, to buildings and the like. And under my proposal, we’re going to make sure that every penny of that has to be made by a company-"
Chris Wallace,18:50,"But respectfully, sir, I’m talking about taxes, not spending."
Vice President Joe Biden,18:53,"By the way, I’m going to eliminate a significant number of the taxes. I’m going to make the corporate tax 28%. It shouldn’t be 21%. You have 91 companies federal, I mean, the fortune 500, who don’t pay a single penny in tax making billions of dollars."
President Donald J. Trump,19:09,"Why didn’t you do it before, when you were vice president with Obama?"
Vice President Joe Biden,19:12,"Because you in fact passed that, that was your tax proposal."
President Donald J. Trump,19:16,I got it done. And you know what happened?
Vice President Joe Biden,19:17,"Yeah, you got it done-"
President Donald J. Trump,19:18,Our economy boomed like it’s never boomed before.
Vice President Joe Biden,19:20,The economy-
Chris Wallace,19:20,Mr. President-
Vice President Joe Biden,19:22,Let me finish.
Chris Wallace,19:23,"Mr. President, let me pick up on that. You would continue your free market approach, lower taxes, more deregulation, correct?"
Vice President Joe Biden,19:31,Not lower tax for the American people.
Chris Wallace,19:34,But let me-
President Donald J. Trump,19:34,Excuse me.
Chris Wallace,19:34,"You talk about the economy booming. It turns out that in Obama’s final three years as president more jobs were created, a million and a half more jobs, than in the first three years of your presidency."
President Donald J. Trump,19:47,"They had the slowest economic recovery since 1929. It was the slowest recovery. Also, they took over something that was down here. All you had to do is turn on the lights and you pick up a lot. But they had the slowest economic recovery since 1929, and let me tell you about the stock market. When the stock market goes up, that means jobs. It also means 401ks. If you got in, if you ever became president with your ideas, you want to terminate my taxes. I’ll tell you what, you’ll lose. Half of the companies that have poured in here will leave. And plenty of companies that are already here, they’ll leave for other places. [crosstalk 00:20:25] They will leave and you will have a depression, the likes of which you’ve never seen."
Vice President Joe Biden,20:29,Look-
Chris Wallace,20:29,Mr. Vice President.
Vice President Joe Biden,20:30,"… we inherited the worst recession, short of a depression in American history. I was asked to bring it back. We were able to have an economic recovery that created the jobs you’re talking about. We handed him a booming economy, he blew it."
President Donald J. Trump,20:44,It wasn’t blooming.
Vice President Joe Biden,20:45,He blew it.
President Donald J. Trump,20:46,He was in booming. It was the weakest recovery since 1929.
Chris Wallace,20:50,"Wait, wait, is it fair to say he blew it when, in fact-"
President Donald J. Trump,20:53,When COVID came along.
Chris Wallace,20:54,… when there was record low unemployment before COVID.
Vice President Joe Biden,20:57,"Yeah, because what he did, even before COVID, manufacturing went in the hole. Manufacturing went in a hole-"
President Donald J. Trump,21:04,"Excuse me, Chris, wait."
Vice President Joe Biden,21:05,… number one. Number two-
President Donald J. Trump,21:06,Chris.
Vice President Joe Biden,21:06,Number three.
President Donald J. Trump,21:07,"They said it would take… No, you’re on number two."
Vice President Joe Biden,21:09,No.
President Donald J. Trump,21:10,"Chris, Chris. They said it would take-"
Vice President Joe Biden,21:12,This guy-
President Donald J. Trump,21:12,"… a miracle to bring back manufacturing. I brought back 700,000 jobs. They brought back nothing. They gave up on manufacturing."
Vice President Joe Biden,21:20,We did not. [crosstalk 00:21:21]
President Donald J. Trump,21:21,… standard fare.
Vice President Joe Biden,21:22,I’m the guy that brought back the automobile industry.
President Donald J. Trump,21:25,He totally gave up on manufacturing.
Chris Wallace,21:25,"All right, let him-"
Vice President Joe Biden,21:25,"I was asked to bring back Chrysler and General Motors. He brought them back right here in the state of Ohio and Michigan. He blew it. They’re gone. He blew it. And in fact, they’re gone-"
President Donald J. Trump,21:34,Ohio had the best year it’s ever had last year. Michigan had the best year they’ve ever had.
Vice President Joe Biden,21:40,That is not true.
President Donald J. Trump,21:41,"Many car companies came in from Germany, from Japan, went to Michigan, went to Ohio and they didn’t come in with you. [crosstalk 00:21:47]."
Chris Wallace,21:47,"Mr. Vice President, go ahead."
Vice President Joe Biden,21:48,And so you take a look at what he’s actually done. He’s done very little. His trade deals are the same way. He talks about these great trade deals. He talks about the art of the deal. China’s perfected the art of the steel. We have a higher deficit with China now than we did before. We have the highest trade deficit-
President Donald J. Trump,22:06,China ate your lunch- [crosstalk 00:00:22:07].
Vice President Joe Biden,22:08,… with Mexico.
President Donald J. Trump,22:09,"China ate your lunch, Joe. And no wonder your son goes in and he takes out billions of dollars. He takes out billions of dollars to manage. He makes millions of dollars. And also, while we’re at it, why is it just out of curiosity, the mayor of Moscow’s wife gave you a son three and a half million dollars?"
Vice President Joe Biden,22:28,That is not true.
President Donald J. Trump,22:28,What did he do to deserve it? What did he do with-
Vice President Joe Biden,22:31,None of that is true.
President Donald J. Trump,22:31,"… to deserve $183,000?"
Chris Wallace,22:31,"Sir, you’ve asked him a question, let him answer it."
Vice President Joe Biden,22:37,None of that is true.
President Donald J. Trump,22:38,"Oh really, he didn’t get three and a half million?"
Chris Wallace,22:39,Mr. President-
Vice President Joe Biden,22:40,Is totally-
Chris Wallace,22:41,"Mr. President, please. You’ve asked a question- [crosstalk 00:22:41]"
Vice President Joe Biden,22:41,Totally discredited. Totally discredited. And by the way-
President Donald J. Trump,22:45,"Well wait, he didn’t get three and a half million dollars, Joe?"
Vice President Joe Biden,22:48,Mr. Vice-
President Donald J. Trump,22:48,He got three and a half million-
Chris Wallace,22:49,Mr. President.
President Donald J. Trump,22:49,… dollars.
Vice President Joe Biden,22:50,That is not true.
President Donald J. Trump,22:51,"Oh, really?"
Chris Wallace,22:51,"Mr. President, it’s an open discussion. Please- [crosstalk 00:22:56]"
President Donald J. Trump,22:56,It’s a fact.
Vice President Joe Biden,22:57,It is not a fact.
Chris Wallace,22:57,"Well, you have raised an issue, let the Vice President answer."
Vice President Joe Biden,23:00,It’s been totally discredited.
President Donald J. Trump,23:01,"Did Burisma pay him 183,000 a month, with no experience in energy?"
Chris Wallace,23:06,Mr. President-
Vice President Joe Biden,23:07,My son did nothing wrong at Barisma-
President Donald J. Trump,23:10,I think he did.
Chris Wallace,23:10,"Mr. President, let him answer. [crosstalk 00:23:13]."
Vice President Joe Biden,23:11,"He doesn’t want to let me answer, because he knows I have the truth. His position has been totally thoroughly discredited-"
President Donald J. Trump,23:20,By who?
Vice President Joe Biden,23:20,And you can-
President Donald J. Trump,23:20,The media.
Vice President Joe Biden,23:20,"by everybody. Well, by the media, by our allies."
President Donald J. Trump,23:23,"By the media, because they refuse to talk about it-"
Vice President Joe Biden,23:23,By the World Bank-
President Donald J. Trump,23:24,… because they’re embarrassed.
Vice President Joe Biden,23:27,"By everyone, has discredited. And matter of fact [crosstalk 00:23:30] Matter of fact-"
Chris Wallace,23:30,"Mr. President, please stop."
Vice President Joe Biden,23:31,Even the people who testified under oath-
President Donald J. Trump,23:33,"So let me ask you this, Joe- [crosstalk 00:23:35]."
Chris Wallace,23:36,"Go ahead, I’m listening to you."
Vice President Joe Biden,23:37,Even the people under-
President Donald J. Trump,23:38,He got three and a half million dollars from Moscow.
Vice President Joe Biden,23:40,… testified under oath in his administration said I did my job and I did it very well.
President Donald J. Trump,23:47,"Oh, really?"
Vice President Joe Biden,23:47,I did it honorably.
President Donald J. Trump,23:47,I’d like to know who they are.
Vice President Joe Biden,23:48,"Well, I’ll give you the list of the people who-"
President Donald J. Trump,23:50,I’ll fire them.
Chris Wallace,23:50,"No, no. Go ahead, sir."
Vice President Joe Biden,23:51,"I’m sure that you’ve already fired most of them, because they did a good job."
President Donald J. Trump,23:54,Some people don’t do a good job.
Vice President Joe Biden,23:55,"Well, here’s the- [crosstalk 00:23:57]"
Chris Wallace,23:57,"Go ahead. You get the- [crosstalk 00:23:57] Wait a minute. You get the final word, Mr.-"
Vice President Joe Biden,23:59,"Well, it’s hard to get any word in with this clown. Excuse me, this person."
President Donald J. Trump,24:02,"Hey, let me just tell you, Joe-"
Vice President Joe Biden,24:03,"No, no. Mr. President- [crosstalk 00:24:05]"
President Donald J. Trump,24:04,"Three and a half million, Joe."
Vice President Joe Biden,24:06,That is simply not true.
President Donald J. Trump,24:07,Why did he deserve three and a half million from Moscow?
Vice President Joe Biden,24:09,"Look, here’s the deal. We want to talk about families and ethics. I don’t want to do that. I mean, his family, we could talk about all night. His family’s already-"
President Donald J. Trump,24:19,My family-
Chris Wallace,24:20,"No, no- [crosstalk 00:06:20]."
President Donald J. Trump,24:20,My family lost a fortune by coming down and helping us with governance.
Vice President Joe Biden,24:24,And that’s such a- [crosstalk 00:24:25]
Chris Wallace,24:25,Mr. President-
President Donald J. Trump,24:26,Every single one of them lost a fortune-
Vice President Joe Biden,24:27,"This is not about my family or his family. It’s about your family, the American people. [crosstalk 00:24:32] That’s not true. It doesn’t want to talk about what you need. You, the American people, it’s about you. That’s what we’re talking about here. [crosstalk 00:24:42]"
Chris Wallace,24:43,That’s the end of the segment. We’re moving on.
Vice President Joe Biden,24:46,He didn’t take that.
Chris Wallace,24:47,Vice President-
President Donald J. Trump,24:47,"Chris, can I be honest? It’s a very important question-"
Vice President Joe Biden,24:49,Try to be honest.
Chris Wallace,24:50,No.
President Donald J. Trump,24:50,He stood up-
Chris Wallace,24:52,The answer to the question is no.
President Donald J. Trump,24:53,… and the threatened Ukraine-
Chris Wallace,24:55,Sir-
President Donald J. Trump,24:55,… with a billion dollars-
Vice President Joe Biden,24:57,That is absolutely not true.
Chris Wallace,25:01,"Stop. [crosstalk 00:25:02] Gentlemen, I hate to raise my voice, but I- [crosstalk 00:25:05] Why should I be different than the two of you? So here’s the deal."
Vice President Joe Biden,25:09,That’s a good point.
Chris Wallace,25:09,"We have six segments. We have ended that segment. We’re going to go to the next segment. In that segment, you each are going to have two uninterrupted moments. In those two interrupted minutes, Mr. President, you can say anything you want. I’m going to ask a question about race, but if you want to answer about something else, go ahead. But I think that the country would be better served, if we allowed both people to speak with fewer interruptions. I’m appealing to you, sir, to do that."
President Donald J. Trump,25:37,"Well, and him too."
Chris Wallace,25:38,"Well, frankly, you’ve been doing more interrupting than he has."
President Donald J. Trump,25:40,"Well, that’s all right, but he does plenty."
Chris Wallace,25:41,"Well, sir, less than-"
President Donald J. Trump,25:43,He does plenty.
Chris Wallace,25:43,"No, less than you have. Let’s please continue on. The issue of rice. Vice-President Biden, you say that President Trump’s response to the violence in Charlottesville three years ago, when he talked about very fine people on both sides, was what directly led you to launch this run for president."
President Donald J. Trump,26:05,"Oh yeah, sure."
Chris Wallace,26:06,"President Trump, you have often said that you believe you will have done more for Black Americans than any president with the possible exception of Abraham Lincoln."
President Donald J. Trump,26:16,That’s true.
Chris Wallace,26:16,"My question for the two of you, is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years? Vice President Biden, you go first."
Vice President Joe Biden,26:29,"It’s about equity and equality. It’s about decency. It’s about the constitution. And we have never walked away from trying to require equity for everyone, equality for the whole of America. But we’ve never accomplished it, but we’ve never walked away from it like he has done. It is true, the reason I got in the race is when those people… Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, just spewing anti-Semitic bile and accompanied by the Ku Klux Klan. A young woman got killed and they asked the president what he thought. He said, “There were very fine people on both sides.” No president’s ever said anything like that. [crosstalk 00:27:10]."
Chris Wallace,27:11,It is his-
Vice President Joe Biden,27:12,Now-
Chris Wallace,27:12,… minute sir.
Vice President Joe Biden,27:13,"… second point I’d make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible. And then what happened after that? The Bishop of that very church said that it was a disgrace. The general who was with him said all he ever wants to do is divide people, not unite people at all. This is a president who has used everything as a dog whistle, to try to generate racists hatred, racist division."
Vice President Joe Biden,27:50,"This is a man who, in fact, you talk about helping African-Americans, one in 1000 African Americans has been killed because of the coronavirus. And if he doesn’t do something quickly, by the end of the year, one in 500 will have been killed. One in 500 African Americans. This man is as a savior of African-Americans? This man cares at all? This man’s done virtually nothing. Look, the fact is that you have to look at what he talks about. You have to look at what he did. And what he did has been disastrous for the African-American community."
President Donald J. Trump,28:27,So-
Chris Wallace,28:28,"President Trump, you have two minutes. Why should Americans trust you over your opponent to deal race issues?"
President Donald J. Trump,28:34,"You did a crime bill, 1994, where you call them super predators. African-Americans are super predators and they’ve never forgotten it. They’ve never forgotten it."
Vice President Joe Biden,28:43,I’ve never said-
Chris Wallace,28:44,"No, no, sir. It’s his two minutes."
President Donald J. Trump,28:45,"So you did that and they call you a super predator and I’m letting people out of jail now, that you have treated the African-American population community, you have treated the black community about as bad as anybody in this country. You did the 1990… And that’s why, if you look at the polls, I’m doing better than any Republican has done in a long time, because they saw what you did. You call them super predators, and you’ve called them worse than that. Because you look back at your testimony over the years, you’ve called them a lot worse than that. As far as the church is concerned and as far as the generals are concerned, we just got the support of 250 military leaders and generals, total support. Law enforcement, almost every law enforcement group in the United States. I have Florida. I have Texas. I have Ohio. I have every… Excuse me, Portland, the sheriff just came out today and he said, “I support President Trump.”"
President Donald J. Trump,29:39,"I don’t think you have any law enforcement. You can’t even say the word law enforcement. Because if you say those words, you’re going to lose all of your radical left supporters. And why aren’t you saying those words, Joe? Why don’t you say the words law enforcement? Because you know what? If called us in Portland, we would put out that fire in a half an hour. But they won’t do it, because they’re run by radical left Democrats. If you look at Chicago, if you look at any place you want to look, Seattle, they heard we were coming in the following day and they put up their hands and we got back Seattle. Minneapolis, we got it back, Joe, because we believe in law and order, but you don’t. The top 10 cities and just about the top 40 cities are run by Democrats, and in many cases radical left. And they’ve got you wrapped around their finger, Joe, to a point where you don’t want to say anything about law and order. And I’ll tell you what, the people of this country want and demand law and order and you’re afraid to even say it."
Chris Wallace,30:35,"All right. I want to return to the question of race. Vice President Biden, after the grand jury in the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, “Whether justice could be equally applied in America.” Do you believe that there is a separate but unequal system of justice for Blacks in this country?"
Vice President Joe Biden,30:59,"Yes, there is. There’s systemic injustice in this country, in education and work and in law enforcement and the way in which it’s enforced. But look, the vast majority of police officers are good, decent, honorable men and women. They risk their lives every day to take care of us, but there are some bad apples. And when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I’m going to do as President of the United States is call together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we’re going to work this out."
Vice President Joe Biden,31:38,"We’re going to work this out. So we changed the way in which we have more transparency, in when these things happen. These cops aren’t happy to see what happened to George Floyd. These cops aren’t happy to see what happened to Breonna Taylor. Most don’t like it, but we have to have a system where people are held accountable when… And by the way, violence in response is never appropriate, never appropriate. Peaceful protest is, violence is never appropriate."
Chris Wallace,32:04,"All right, Mr.-"
President Donald J. Trump,32:05,What is peaceful protest? When they run through the middle of the town-
Chris Wallace,32:08,President Trump-
President Donald J. Trump,32:09,… and burn down your stores and kill people all over the place- [crosstalk 00:32:14].
Vice President Joe Biden,32:11,That is not peaceful protest.
President Donald J. Trump,32:13,"No it’s not, but you say it is."
Chris Wallace,32:15,"President Trump, I’d like to continue with the issue of race. I promise we’re going to get to the issue of law and order in a moment."
President Donald J. Trump,32:21,Fine.
Chris Wallace,32:21,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir?"
President Donald J. Trump,32:42,"I ended it because it’s racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. That it a radical revolution that was taking place in our military, in our schools, all over the place. And you know it, and so does everybody else. And he would know it- [crosstalk 00:33:02]"
Chris Wallace,33:02,What is radical about racial sensitivity training?
President Donald J. Trump,33:05,"If you were a certain person, you had no status in life. It was sort of a reversal. And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas. And really, they were teaching people to hate our country And I’m not going to do that. I’m not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place. It’s a racist place. And they were teaching people to hate our country. And I’m not going to allow that to happen."
Chris Wallace,33:38,Vice President Biden.
Vice President Joe Biden,33:39,Nobody’s doing that. He’s the racist.
President Donald J. Trump,33:42,You just don’t know.
Vice President Joe Biden,33:43,Here’s the deal. I know a lot more about this- [crosstalk 00:15:43].
Chris Wallace,33:45,Let him finish.
