id,text,speaker,speaker_id,audio_file,context,debate
n020293,"By the way, I will say this, If you go and look at what’s happened to New York, it’s a ghost town.",Donald Trump,2,a020293,COVID,2
n020294,It’s a ghost town.,Donald Trump,2,a020294,COVID,2
n020295,"And when you talk about plexiglass, these are restaurants that had dying.",Donald Trump,2,a020295,COVID,2
n020296,These are businesses with no money.,Donald Trump,2,a020296,COVID,2
n020297,"Putting up plexiglass is unbelievably expensive, and it’s not the answer.",Donald Trump,2,a020297,COVID,2
n020298,"I mean, you’re going to sit there in a cubicle wrapped around with plastic.",Donald Trump,2,a020298,COVID,2
n020299,"These are businesses that are dying, Joe.",Donald Trump,2,a020299,COVID,2
n020300,You can’t do that to people.,Donald Trump,2,a020300,COVID,2
n020301,You just can’t.,Donald Trump,2,a020301,COVID,2
n020302,Take a look at New York and what’s happened to my wonderful city.,Donald Trump,2,a020302,COVID,2
n020303,"For so many years, I loved it.",Donald Trump,2,a020303,COVID,2
n020304,It was vibrant.,Donald Trump,2,a020304,COVID,2
n020305,It’s dying.,Donald Trump,2,a020305,COVID,2
n020306,Everyone’s leaving New York.,Donald Trump,2,a020306,COVID,2
n020307,Vice President Biden.,Kristen Welker,3,a020307,COVID,2
n020308,"Take a look at what New York has done in terms of turning the curve down, in terms of the number of people dying.",Joe Biden,1,a020308,COVID,2
n020309,"And I don’t look at this in terms of the way he does, blue states and red states.",Joe Biden,1,a020309,COVID,2
n020310,They’re all the United States.,Joe Biden,1,a020310,COVID,2
n020311,And look at the states that are having such a spike in the coronavirus.,Joe Biden,1,a020311,COVID,2
n020312,"They’re the red states, they’re the states in the Midwest, they’re the states in the upper Midwest.",Joe Biden,1,a020312,COVID,2
n020313,That’s where the spike is occurring significantly.,Joe Biden,1,a020313,COVID,2
n020314,But they’re all Americans.,Joe Biden,1,a020314,COVID,2
n020315,They’re all Americans.,Joe Biden,1,a020315,COVID,2
n020316,"And what we have to do is say, wear these masks, number one.",Joe Biden,1,a020316,COVID,2
n020317,Make sure we get the help that the businesses need.,Joe Biden,1,a020317,COVID,2
n020318,That money’s already been passed to do that.,Joe Biden,1,a020318,COVID,2
n020319,"It’s been out there since the beginning of the summer, and nothing’s happened.",Joe Biden,1,a020319,COVID,2
n020320,"Kristen, New York has lost more than 40,000 people, 11,000 people in nursing homes.",Donald Trump,2,a020320,COVID,2
n020321,"President Trump, what about-",Kristen Welker,3,a020321,COVID,2
n020322,"When you say spike, take a look at what’s happening in Pennsylvania where they’ve had it closed.",Donald Trump,2,a020322,COVID,2
n020323,"Take a look at what’s happening with your friend in Michigan, where her husband’s the only one allowed to do anything.",Donald Trump,2,a020323,COVID,2
n020324,It’s been like a prison.,Donald Trump,2,a020324,COVID,2
n020325,"Now, it was just ruled unconstitutional.",Donald Trump,2,a020325,COVID,2
n020326,"Take a look at North Carolina, they’re having spikes and they’ve been closed, and they’re getting killed financially.",Donald Trump,2,a020326,COVID,2
n020327,"We can’t let that happen, Joe.",Donald Trump,2,a020327,COVID,2
n020328,You can’t let that happen.,Donald Trump,2,a020328,COVID,2
n020329,We have to open up.,Donald Trump,2,a020329,COVID,2
n020330,And we understand the disease.,Donald Trump,2,a020330,COVID,2
n020331,We have to protect our seniors.,Donald Trump,2,a020331,COVID,2
n020332,We have to protect our elderly.,Donald Trump,2,a020332,COVID,2
n020333,We have to protect especially our seniors with heart problems and diabetes problems.,Donald Trump,2,a020333,COVID,2
n020334,And we will protect.,Donald Trump,2,a020334,COVID,2
n020335,We have the best testing in the world by far.,Donald Trump,2,a020335,COVID,2
n020336,That’s why we have so many cases.,Donald Trump,2,a020336,COVID,2
n020337,Let me follow up with you before we move on to our next section.,Kristen Welker,3,a020337,COVID,2
n020338,"President Trump, this week, you called Dr. Anthony Fauci, the nation’s best known infectious disease expert “a disaster.” You described him and other medical experts as “idiots.” If you’re not listening to them, who are you listening to?",Kristen Welker,3,a020338,COVID,2
n020339,"I’m listening to all of them, including Anthony.",Donald Trump,2,a020339,COVID,2
n020340,I get along very well with Anthony.,Donald Trump,2,a020340,COVID,2
n020341,"… think to all of them, including Anthony.",Donald Trump,2,a020341,COVID,2
n020342,"I get along very well with Anthony, but he did say, “Don’t wear masks.” He did say, as you know, “This is not going to be a problem.” I think he’s a Democrat, but that’s okay.",Donald Trump,2,a020342,COVID,2
n020343,"He said, “This is not going to be a problem.",Donald Trump,2,a020343,COVID,2
n020344,"We are not going to have a problem at all.” When Joe says that I said, Anthony Fauci said, and others, and many others.",Donald Trump,2,a020344,COVID,2
n020345,"And I’m not knocking him, nobody knew.",Donald Trump,2,a020345,COVID,2
n020346,"Look, nobody knew what this thing was.",Donald Trump,2,a020346,COVID,2
n020347,"Nobody knew where it was coming from, what it was.",Donald Trump,2,a020347,COVID,2
n020348,We’ve learned a lot.,Donald Trump,2,a020348,COVID,2
n020349,"But Anthony said “Don’t wear masks,” now he wants to wear masks.",Donald Trump,2,a020349,COVID,2
n020350,"Anthony also said, if you look back, exact words, here’s his exact words.",Donald Trump,2,a020350,COVID,2
n020351,“This is no problem.,Donald Trump,2,a020351,COVID,2
n020352,This is going to go away soon.” So he’s allowed to make mistakes.,Donald Trump,2,a020352,COVID,2
n020353,He happens to be a good person.,Donald Trump,2,a020353,COVID,2
n020354,"Vice President Biden, your response quickly, and then we’re going to move on to the next section.",Kristen Welker,3,a020354,COVID,2
n020355,My response is that think about what the President knew in January and didn’t tell the American people.,Joe Biden,1,a020355,COVID,2
n020356,"He was told this was a serious virus that spread in the air, and it was much worse, much worse, than the flu.",Joe Biden,1,a020356,COVID,2
n020357,"He went on record and said to one of your colleagues, recorded, that in fact he knew how dangerous it was but he didn’t want to tell us.",Joe Biden,1,a020357,COVID,2
n020358,He didn’t want to tell us because he didn’t want us to panic.,Joe Biden,1,a020358,COVID,2
n020359,He didn’t want us… Americans don’t panic.,Joe Biden,1,a020359,COVID,2
n020360,He panicked.,Joe Biden,1,a020360,COVID,2
n020361,"But guess what, in the meantime, we find out in the New York Times the other day, that in fact his folks went to Wall Street and said, “This is a really dangerous thing.” And a memo out of that meeting — not from his administration, but from some of the brokers — said, “Sell short, because we’ve got to get moving.",Joe Biden,1,a020361,COVID,2
n020362,It’s a dangerous problem.”,Joe Biden,1,a020362,COVID,2
n020363,"Well, this is what I-",Donald Trump,2,a020363,COVID,2
n020364,I’m going to give you 30 seconds to respond and then we’re going to move on.,Kristen Welker,3,a020364,COVID,2
n020365,[crosstalk 00:28:34] I don’t know.,Donald Trump,2,a020365,COVID,2
n020366,Somebody went through Wall Street.,Donald Trump,2,a020366,COVID,2
n020367,You’re the one that takes all the money from Wall Street.,Donald Trump,2,a020367,COVID,2
n020368,I don’t take it.,Donald Trump,2,a020368,COVID,2
n020369,I haven’t-,Joe Biden,1,a020369,COVID,2
n020370,"Joe, you have raised a lot of money, tremendous amounts of money.",Donald Trump,2,a020370,COVID,2
n020371,"And every time you raise money deals are made, Joe.",Donald Trump,2,a020371,COVID,2
n020372,I could raise so much more money.,Donald Trump,2,a020372,COVID,2
n020373,"As President, and as somebody that knows most of those people, I could call the heads of Wall Street, the heads of every company in America.",Donald Trump,2,a020373,COVID,2
n020374,I would blow away every record.,Donald Trump,2,a020374,COVID,2
n020375,But I don’t want to do that because it puts me in a bad position.,Donald Trump,2,a020375,COVID,2
n020376,And then you bring up Wall Street?,Donald Trump,2,a020376,COVID,2
n020377,"You shouldn’t be bringing up Wall Street, because you’re the one that takes the money from Wall Street, not me.",Donald Trump,2,a020377,COVID,2
n020378,I could blow away your records like you wouldn’t believe.,Donald Trump,2,a020378,COVID,2
n020379,We don’t need money.,Donald Trump,2,a020379,COVID,2
n020380,We have plenty of money.,Donald Trump,2,a020380,COVID,2
n020381,"In fact, we beat Hillary Clinton with a tiny fraction of the money that she was able to [crosstalk 00:29:15]",Donald Trump,2,a020381,COVID,2
n020382,"All right, gentlemen, we’re going to move on.",Kristen Welker,3,a020382,COVID,2
n020383,Don’t tell me about [crosstalk 00:29:17].,Donald Trump,2,a020383,COVID,2
n020384,"Average contribution, $43.",Joe Biden,1,a020384,COVID,2
n020385,All right.,Kristen Welker,3,a020385,COVID,2
n020386,"We’re going to move on to our next section, which is national security.",Kristen Welker,3,a020386,National Security,2
n020387,And I do want to start with the security of our elections and some breaking news from overnight.,Kristen Welker,3,a020387,National Security,2
n020388,"Just last night, top intelligence officials confirmed again that both Russia and Iran are working to influence this election.",Kristen Welker,3,a020388,National Security,2
n020389,"Both countries have obtained US voter registration information, these officials say, and Iran sent intimidating messages to Florida voters.",Kristen Welker,3,a020389,National Security,2
n020390,"This question goes to you, Mr. Vice President.",Kristen Welker,3,a020390,National Security,2
n020391,What would you do to put an end to this threat?,Kristen Welker,3,a020391,National Security,2
n020392,"You have two minutes, uninterrupted.",Kristen Welker,3,a020392,National Security,2
n020393,I made it clear and I asked everyone else to take the pledge.,Joe Biden,1,a020393,National Security,2
n020394,"I made it clear that any country, no matter who it is, that interferes in American elections will pay a price.",Joe Biden,1,a020394,National Security,2
n020395,They will pay a price.,Joe Biden,1,a020395,National Security,2
n020396,"And it’s been overwhelmingly clear this election — I won’t even get into the last one — this election, that Russia has been involved, China’s been involved to some degree, and now we learn that Iran is involved.",Joe Biden,1,a020396,National Security,2
n020397,They will pay a price if I’m elected.,Joe Biden,1,a020397,National Security,2
n020398,They’re interfering with American sovereignty.,Joe Biden,1,a020398,National Security,2
n020399,That’s what’s going on right now.,Joe Biden,1,a020399,National Security,2
n020400,They’re interfering with American sovereignty.,Joe Biden,1,a020400,National Security,2
n020401,"And to the best of my knowledge, I don’t think the President has said anything to Putin about it.",Joe Biden,1,a020401,National Security,2
n020402,I don’t think he’s talking to them a lot.,Joe Biden,1,a020402,National Security,2
n020403,I don’t think he’s said a word.,Joe Biden,1,a020403,National Security,2
n020404,"I don’t know why he hasn’t said a word to Putin about it, and I don’t know what he has recently said, if anything, to the Iranians.",Joe Biden,1,a020404,National Security,2
n020405,My guess is he’d probably be more outspoken with regard to the Iranians.,Joe Biden,1,a020405,National Security,2
n020406,"But the point is this, folks.",Joe Biden,1,a020406,National Security,2
n020407,We are in a situation where we have foreign countries trying to interfere in the outcome of our election.,Joe Biden,1,a020407,National Security,2
n020408,"His own National Security Advisor told him that what is happening with his buddy… Well, I shouldn’t… Well, I will.",Joe Biden,1,a020408,National Security,2
n020409,His buddy Rudy Giuliani.,Joe Biden,1,a020409,National Security,2
n020410,He’s being used as a Russian pawn.,Joe Biden,1,a020410,National Security,2
n020411,He’s being fed information that is Russian that is not true.,Joe Biden,1,a020411,National Security,2
n020412,And then what happens?,Joe Biden,1,a020412,National Security,2
n020413,Nothing happens.,Joe Biden,1,a020413,National Security,2
n020414,"And then you find out that everything that’s going on here, about Russia is wanting to make sure that I do not get elected the next President of the United States, because they know I know them, and they know me.",Joe Biden,1,a020414,National Security,2
n020415,"I don’t understand why this President is unwilling to take on Putin when he’s actually paying bounties to kill American soldiers in Afghanistan, when he’s engaged in activities that are trying to destabilize all of NATO.",Joe Biden,1,a020415,National Security,2
n020416,"I don’t know why he doesn’t do it, but it’s worth asking the question.",Joe Biden,1,a020416,National Security,2
n020417,Why isn’t that being done?,Joe Biden,1,a020417,National Security,2
n020418,"Any country that interferes with us will, in fact, pay a price, because they’re affecting our sovereignty.",Joe Biden,1,a020418,National Security,2
n020419,"President Trump, same question to you.",Kristen Welker,3,a020419,National Security,2
n020420,[crosstalk 00:31:48] Let me ask the question.,Kristen Welker,3,a020420,National Security,2
n020421,You’re going to have two minutes to respond.,Kristen Welker,3,a020421,National Security,2
n020422,"For two elections in a row now, there has been substantial interference from foreign adversaries.",Kristen Welker,3,a020422,National Security,2
n020423,What would you do in your next term to put an end to this?,Kristen Welker,3,a020423,National Security,2
n020424,"Two minutes, uninterrupted.",Kristen Welker,3,a020424,National Security,2
n020425,"Well, let me respond to the first part, as Joe answered.",Donald Trump,2,a020425,National Security,2
n020426,"Joe got $3.5 million from Russia and it came through Putin, because he was very friendly with the former mayor of Moscow and it was the mayor of Moscow’s wife.",Donald Trump,2,a020426,National Security,2
n020427,And you got $3.5 million.,Donald Trump,2,a020427,National Security,2
n020428,Your family got $3.5 million.,Donald Trump,2,a020428,National Security,2
n020429,"And someday you’re going to have to explain, why did you get three and a half?",Donald Trump,2,a020429,National Security,2
n020430,I never got any money from Russia.,Donald Trump,2,a020430,National Security,2
n020431,I don’t get money from Russia.,Donald Trump,2,a020431,National Security,2
n020432,"Now, about your thing last night.",Donald Trump,2,a020432,National Security,2
n020433,I knew all about that.,Donald Trump,2,a020433,National Security,2
n020434,"And through John — who is John Ratcliffe, who is fantastic, DNI — he said the one thing that’s common to both of them.",Donald Trump,2,a020434,National Security,2
n020435,"They both want you to lose because there has been nobody tougher to Russia between the sanctions, nobody tougher than me on Russia, between the sanctions, between all of what I’ve done with NATO.",Donald Trump,2,a020435,National Security,2
n020436,I’ve got the NATO countries to put up an extra $130 billion going to $420 billion a year.,Donald Trump,2,a020436,National Security,2
n020437,That’s to guard against Russia.,Donald Trump,2,a020437,National Security,2
n020438,"I sold, while he was selling pillows and sheets, I sold tank busters to Ukraine.",Donald Trump,2,a020438,National Security,2
n020439,There has been nobody tougher on Russia than Donald Trump.,Donald Trump,2,a020439,National Security,2
n020440,"And I’ll tell you, they were so bad.",Donald Trump,2,a020440,National Security,2
n020441,"They took over the submarine port, you remember that very well, during your term, during you and Barack Obama.",Donald Trump,2,a020441,National Security,2
n020442,They took over a big part of what should have been Ukraine.,Donald Trump,2,a020442,National Security,2
n020443,You handed it to them.,Donald Trump,2,a020443,National Security,2
n020444,But you were getting a lot of money from Russia.,Donald Trump,2,a020444,National Security,2
n020445,"They were paying you a lot of money, and they probably still are.",Donald Trump,2,a020445,National Security,2
n020446,"But now, with what came out today, it’s even worse.",Donald Trump,2,a020446,National Security,2
n020447,"All of the emails, the emails, the horrible emails of the kind of money that you were raking in, you and your family.",Donald Trump,2,a020447,National Security,2
n020448,"And Joe, you were vice-president when some of this was happening, and it should have never happened.",Donald Trump,2,a020448,National Security,2
n020449,And I think you owe an explanation to the American people.,Donald Trump,2,a020449,National Security,2
n020450,"Why is it, somebody just had a news conference a little while ago who was essentially supposed to work with you and your family, but what he said was damning.",Donald Trump,2,a020450,National Security,2
n020451,"And regardless of me, I think you have to clean it up and talk to the American people.",Donald Trump,2,a020451,National Security,2
n020452,Maybe you can do it right now.,Donald Trump,2,a020452,National Security,2
n020453,"Vice-President Biden, you may respond-",Kristen Welker,3,a020453,National Security,2
n020454,[crosstalk 00:01:31].,Joe Biden,1,a020454,National Security,2
n020455,… and then I do want to follow up on the election security.,Kristen Welker,3,a020455,National Security,2
n020456,I have not taken a penny from any foreign source ever in my life.,Joe Biden,1,a020456,National Security,2
n020457,"We learned that this president paid 50 times the tax in China as a secret bank account with China, does business in China, and in fact, is talking about me taking money?",Joe Biden,1,a020457,National Security,2
n020458,"I have not taken a single penny from any country, whatsoever, ever, number one.",Joe Biden,1,a020458,National Security,2
n020459,"Number two, this is a president… I have released all of my tax returns, 22 years, go look at them, 22 years of my tax return.",Joe Biden,1,a020459,National Security,2
n020460,You have not released a single solitary year of your tax return.,Joe Biden,1,a020460,National Security,2
n020461,What are you hiding?,Joe Biden,1,a020461,National Security,2
n020462,Why are you unwilling?,Joe Biden,1,a020462,National Security,2
n020463,The foreign countries are paying you a lot.,Joe Biden,1,a020463,National Security,2
n020464,Russia’s paying you a lot.,Joe Biden,1,a020464,National Security,2
n020465,"China’s paying you a lot on your hotels and all your businesses all around the country, all around the world.",Joe Biden,1,a020465,National Security,2
n020466,And China’s building a new road to a new golf course you have overseas.,Joe Biden,1,a020466,National Security,2
n020467,"So, what’s going on here?",Joe Biden,1,a020467,National Security,2
n020468,Release your tax return or stop talking about corruption.,Joe Biden,1,a020468,National Security,2
n020469,"President Trump, your response.",Kristen Welker,3,a020469,National Security,2
n020470,"First of all, I called my accountants, underwrote it, I’m going to release them as soon as we can.",Donald Trump,2,a020470,National Security,2
n020471,I want to do it.,Donald Trump,2,a020471,National Security,2
n020472,"And it’ll show how successful, how great this company is.",Donald Trump,2,a020472,National Security,2
n020473,"But much more importantly than that, people were saying $750.",Donald Trump,2,a020473,National Security,2
n020474,"I asked them a week ago, I said, “What did I pay?” They said, “Sir, you prepaid tens of millions of dollars.” I prepaid my tax, over the last number of years, tens of millions of dollars, I prepaid, because at some point, they think it’s an estimate.",Donald Trump,2,a020474,National Security,2
n020475,They think I may have to pay tax.,Donald Trump,2,a020475,National Security,2
n020476,So I already prepaid it.,Donald Trump,2,a020476,National Security,2
n020477,Nobody told me that.,Donald Trump,2,a020477,National Security,2
n020478,Nobody told you that.,Donald Trump,2,a020478,National Security,2
n020479,Did your accountant tell you [crosstalk 00:03:11]?,Kristen Welker,3,a020479,National Security,2
n020480,Excuse me.,Donald Trump,2,a020480,National Security,2
n020481,And it wasn’t written.,Donald Trump,2,a020481,National Security,2
n020482,"Whenever they write this, they keep talking about $750, which I think is a filing fee, but let me just tell you, I prepaid millions and millions of dollars in taxes, number one.",Donald Trump,2,a020482,National Security,2
n020483,"Number two, I don’t make money from China.",Donald Trump,2,a020483,National Security,2
n020484,You do.,Donald Trump,2,a020484,National Security,2
n020485,I don’t make money from Ukraine.,Donald Trump,2,a020485,National Security,2
n020486,You do.,Donald Trump,2,a020486,National Security,2
n020487,I don’t make money from Russia.,Donald Trump,2,a020487,National Security,2
n020488,"You made $3.5 million, Joe, and your son gave you, they even have a statement that we have to give 10% to the big man.",Donald Trump,2,a020488,National Security,2
n020489,"You’re the big man, I think.",Donald Trump,2,a020489,National Security,2
n020490,"I don’t know, maybe you’re not, but you’re the big man, I think.",Donald Trump,2,a020490,National Security,2
n020491,Your son said we have to give 10% to the big men.,Donald Trump,2,a020491,National Security,2
n020492,"Joe, what’s that all about?",Donald Trump,2,a020492,National Security,2
n020493,It’s terrible.,Donald Trump,2,a020493,National Security,2
n020494,"All right, gentlemen.",Kristen Welker,3,a020494,National Security,2
n020495,"I want to ask you both some questions about all of this, but…",Kristen Welker,3,a020495,National Security,2
n020496,I have to respond to that.,Joe Biden,1,a020496,National Security,2
n020497,I’m going to let you both respond very quickly.,Kristen Welker,3,a020497,National Security,2
n020498,"You just said you spoke to your accountant about potentially releasing your taxes, did he tell you when you can release them?",Kristen Welker,3,a020498,National Security,2
n020499,Do you have a deadline for when you’re going to release them to the American people?,Kristen Welker,3,a020499,National Security,2
n020500,As soon as the auditors finish.,Donald Trump,2,a020500,National Security,2
n020501,"I get treated worse than the tea party got treated, because I have a lot of people in there-",Donald Trump,2,a020501,National Security,2
n020502,[crosstalk 00:04:06].,Kristen Welker,3,a020502,National Security,2
n020503,"… deep down in the IRS, they treat me horribly.",Donald Trump,2,a020503,National Security,2
n020504,"We made a deal, it was all settled until I decide to run for president.",Donald Trump,2,a020504,National Security,2
n020505,"I get treated very badly by the IRS, very unfairly, but we had a deal all done.",Donald Trump,2,a020505,National Security,2
n020506,"As soon as we’re completed with the deal, I want to release it, but I have paid millions and millions of dollars and it’s worse than paying.",Donald Trump,2,a020506,National Security,2
n020507,I paid in advance.,Donald Trump,2,a020507,National Security,2
n020508,It’s called prepaying your taxes.,Donald Trump,2,a020508,National Security,2
n020509,I paid [crosstalk 00:04:32].,Donald Trump,2,a020509,National Security,2
n020510,Okay.,Kristen Welker,3,a020510,National Security,2
n020511,I want to ask you both about questions regarding your potential foreign entanglements and questions that have been raised to give you both a chance to talk about this more broadly.,Kristen Welker,3,a020511,National Security,2
n020512,"Respond very quickly, and then I’ll get to my question.",Kristen Welker,3,a020512,National Security,2
n020513,"Why did he… he’s been saying this for four years, show us, just show us, stop playing around.",Joe Biden,1,a020513,National Security,2
n020514,You’ve been saying for four years you’re going to release your taxes.,Joe Biden,1,a020514,National Security,2
n020515,Everybody knows.,Donald Trump,2,a020515,National Security,2
n020516,"Nobody knows, Mr. President.",Joe Biden,1,a020516,National Security,2
n020517,"What they do know is you’re not paying your taxes, or you’re paying taxes that are so low, when last time he said, what he paid, he said, I only pay that little because I’m smart.",Joe Biden,1,a020517,National Security,2
n020518,I know how to game the system.,Joe Biden,1,a020518,National Security,2
n020519,Come on.,Joe Biden,1,a020519,National Security,2
n020520,"Come on, folks.",Joe Biden,1,a020520,National Security,2
n020521,So…,Donald Trump,2,a020521,National Security,2
n020522,"[crosstalk 00:05:11] President Trump, and then I want to get to two questions to both of you on this.",Kristen Welker,3,a020522,National Security,2
n020523,Sure.,Joe Biden,1,a020523,National Security,2
n020524,I was put through a phony witch hunt for three years.,Donald Trump,2,a020524,National Security,2
n020525,It started before I even got elected.,Donald Trump,2,a020525,National Security,2
n020526,They spied of my campaign.,Donald Trump,2,a020526,National Security,2
n020527,No president should ever have to go through what I went through.,Donald Trump,2,a020527,National Security,2
n020528,"Let me just say this, Mueller and 18 angry Democrats and FBI agents all over the place spent $48 million.",Donald Trump,2,a020528,National Security,2
n020529,"They went through everything I had, including my tax returns, and they found absolutely no collusion and nothing wrong.",Donald Trump,2,a020529,National Security,2
n020530,$48 million.,Donald Trump,2,a020530,National Security,2
n020531,"I guarantee you, if I spent $1 million on you, Joe, I could find plenty wrong because the kind of things-",Donald Trump,2,a020531,National Security,2
n020532,All right.,Kristen Welker,3,a020532,National Security,2
n020533,"… that you’ve done and the kind of monies that your family has taken, I mean, your brother made money in Iraq-",Donald Trump,2,a020533,National Security,2
n020534,Let me…,Kristen Welker,3,a020534,National Security,2
n020535,… millions of dollars.,Donald Trump,2,a020535,National Security,2
n020536,"Your other brother made a fortune, and it’s all through you, Joe.",Donald Trump,2,a020536,National Security,2
n020537,And they say you get some of it.,Donald Trump,2,a020537,National Security,2
n020538,"And you do live very well, you have houses all over the place.",Donald Trump,2,a020538,National Security,2
n020539,You live very well.,Donald Trump,2,a020539,National Security,2
n020540,"All right, gentlemen.",Kristen Welker,3,a020540,National Security,2
n020541,Let me just ask some questions about all of this broadly.,Kristen Welker,3,a020541,National Security,2
n020542,"Vice-President Biden, there have been questions about the work your son has done in China and for a Ukrainian energy company when you were vice-president, in retrospect, was anything about those relationships inappropriate or unethical?",Kristen Welker,3,a020542,National Security,2
n020543,Nothing was unethical.,Joe Biden,1,a020543,National Security,2
n020544,Here’s what the deal.,Joe Biden,1,a020544,National Security,2
n020545,With regard to Ukraine.,Joe Biden,1,a020545,National Security,2
n020546,"We had this whole question about whether or not, because he was on the board, I later learned of Burisma, a company that somehow, I had done something wrong, yet every single solitary person, when he was going through his impeachment, testifying under oath, who work for him, said I did my job impeccably.",Joe Biden,1,a020546,National Security,2
n020547,"I carried out U.S. policy, not one single solitary thing was out of line, not a single thing, number one.",Joe Biden,1,a020547,National Security,2
n020548,"Number two, the guy who got in trouble in Ukraine was this guy trying to bribe the Ukrainian government to say something negative about me, which they would not do and did not do because it never ever, ever happened.",Joe Biden,1,a020548,National Security,2
n020549,"My son has not made money in terms of this thing about, what are you talking about, China.",Joe Biden,1,a020549,National Security,2
n020550,I have not had… the only guy who made money from China is this guy.,Joe Biden,1,a020550,National Security,2
n020551,He’s the only one.,Joe Biden,1,a020551,National Security,2
n020552,Nobody else has made money from China.,Joe Biden,1,a020552,National Security,2
n020553,President Trump-,Kristen Welker,3,a020553,National Security,2
n020554,[crosstalk 00:07:25]…,Donald Trump,2,a020554,National Security,2
n020555,… let me ask my question to you [crosstalk 00:07:28]…,Kristen Welker,3,a020555,National Security,2
n020556,But could I just one thing?,Donald Trump,2,a020556,National Security,2
n020557,Very quickly.,Kristen Welker,3,a020557,National Security,2
n020558,"His son didn’t have a job for a long time, was, sadly, no longer in the military service, I won’t get into that, and he didn’t have a job.",Donald Trump,2,a020558,National Security,2
n020559,"As soon as he became vice-president, Burisma, not the best reputation in the world, I hear they paid him $183,000 a month, listen to this, $183,000, and they gave him a $3 million upfront payment, and he had no energy experience.",Donald Trump,2,a020559,National Security,2
n020560,That’s 100% dishonest.,Donald Trump,2,a020560,National Security,2
n020561,All right.,Kristen Welker,3,a020561,National Security,2
n020562,"I’m going to let the vice-president respond to that quickly, and then I need to get to a question to you.",Kristen Welker,3,a020562,National Security,2
n020563,"Very quickly, Mr.",Kristen Welker,3,a020563,National Security,2
n020564,Vice-President.,Kristen Welker,3,a020564,National Security,2
n020565,No basis for that.,Joe Biden,1,a020565,National Security,2
n020566,Everybody investigated that.,Joe Biden,1,a020566,National Security,2
n020567,No one said anything he did was wrong in Ukraine.,Joe Biden,1,a020567,National Security,2
n020568,Okay.,Kristen Welker,3,a020568,National Security,2
n020569,"President Trump, this is for you.",Kristen Welker,3,a020569,National Security,2
n020570,"Since you took office, you’ve never divested from your business.",Kristen Welker,3,a020570,National Security,2
n020571,You’ve personally promoted your properties abroad.,Kristen Welker,3,a020571,National Security,2
n020572,"A report this week, which was referenced, does indicate that your company has a bank account in China.",Kristen Welker,3,a020572,National Security,2
n020573,So how can voters know that you don’t have any foreign conflicts of interest?,Kristen Welker,3,a020573,National Security,2
n020574,I have many bank accounts and they’re all listed and they’re all over the place.,Donald Trump,2,a020574,National Security,2
n020575,"I mean, I was a businessman doing business.",Donald Trump,2,a020575,National Security,2
n020576,"The bank account you’re referring to, which is, everybody knows about it, it’s listed, the bank account was in 2013.",Donald Trump,2,a020576,National Security,2
n020577,That’s what it was.,Donald Trump,2,a020577,National Security,2
n020578,It was opened.,Donald Trump,2,a020578,National Security,2
n020579,"It was closed in 2015, I believe.",Donald Trump,2,a020579,National Security,2
n020580,"And then I decided, because I was going to do… I was thinking about doing a deal in China, like millions of other people, I was thinking about it and I decided I’m not going to do it, didn’t like it, I decided not to do it, had an account open and I closed it.",Donald Trump,2,a020580,National Security,2
n020581,Okay.,Kristen Welker,3,a020581,National Security,2
n020582,Excuse me.,Donald Trump,2,a020582,National Security,2
n020583,"And then, unlike him where he’s vice-president and he does business, I then decided to run for president after that.",Donald Trump,2,a020583,National Security,2
n020584,That was before.,Donald Trump,2,a020584,National Security,2
n020585,"So I closed it before I even ran for president, let alone became president, big difference.",Donald Trump,2,a020585,National Security,2
n020586,"He is the vice-president of the United States and his son, his brother, and his other brother are getting rich.",Donald Trump,2,a020586,National Security,2
n020587,They’re like a vacuum cleaner.,Donald Trump,2,a020587,National Security,2
n020588,They’re sucking up money [crosstalk 00:09:20].,Donald Trump,2,a020588,National Security,2
n020589,Okay.,Kristen Welker,3,a020589,National Security,2
n020590,"President Trump, thank you.",Kristen Welker,3,a020590,National Security,2
n020591,We do need to move on.,Kristen Welker,3,a020591,National Security,2
n020592,Not true.,Joe Biden,1,a020592,National Security,2
n020593,"I do want to ask you, Vice-President Biden, about China.",Kristen Welker,3,a020593,National Security,2
n020594,Let’s talk about China more broadly.,Kristen Welker,3,a020594,National Security,2
n020595,"There have, of course, President Trump has said that they should pay for not being fully transparent in regards to the coronavirus.",Kristen Welker,3,a020595,National Security,2
n020596,"If you were president, would you make China pay?",Kristen Welker,3,a020596,National Security,2
n020597,"And please be specific, what would that look like?",Kristen Welker,3,a020597,National Security,2
n020598,"What I’d make China do is play by the international rules, not like he has done.",Joe Biden,1,a020598,National Security,2
n020599,"He has caused the deficit of the China to go up, not down, with China, up, not down.",Joe Biden,1,a020599,National Security,2
n020600,"We are making sure that in order to do business in China, you have to give all your intellectual property.",Joe Biden,1,a020600,National Security,2
n020601,You have to have a partner in China.,Joe Biden,1,a020601,National Security,2
n020602,"It’s 51%, we would not do that at all, number one.",Joe Biden,1,a020602,National Security,2
n020603,"Number two, we’re in a situation where China would have to play by the rules internationally as well.",Joe Biden,1,a020603,National Security,2
n020604,"When I met with Xi and when I was still vice-president, he said we’re setting up air identification zones in the South China Sea.",Joe Biden,1,a020604,National Security,2
n020605,You can’t fly through them.,Joe Biden,1,a020605,National Security,2
